dateP;dateQ;P_mm;Q_ls
2022-04-08 05:49:00;2022-04-08 05:49:00;0.0;61.8601380594517
2022-04-08 05:54:00;2022-04-08 05:54:00;0.0;
2022-04-08 05:59:00;2022-04-08 05:59:00;0.0;
2022-04-08 06:04:00;2022-04-08 06:04:00;0.0;61.000361640899
2022-04-08 06:09:00;2022-04-08 06:09:00;0.0;
2022-04-08 06:14:00;2022-04-08 06:14:00;0.0;
2022-04-08 06:19:48;2022-04-08 06:19:00;0.5;
2022-04-08 06:24:00;2022-04-08 06:24:00;0.0;
2022-04-08 06:29:00;2022-04-08 06:29:00;0.0;
2022-04-08 06:34:00;2022-04-08 06:34:00;0.0;
2022-04-08 06:39:00;2022-04-08 06:39:00;0.0;
2022-04-08 06:44:00;2022-04-08 06:44:00;0.0;59.723866632109
2022-04-08 06:49:00;2022-04-08 06:49:00;0.0;
2022-04-08 06:54:00;2022-04-08 06:54:00;0.0;
2022-04-08 06:59:00;2022-04-08 06:59:00;0.0;
2022-04-08 07:04:00;2022-04-08 07:04:00;0.5;58.8816465944972
2022-04-08 07:09:00;2022-04-08 07:09:00;0.0;59.723866632109
2022-04-08 07:14:00;2022-04-08 07:14:00;0.0;58.8816465944972
2022-04-08 07:19:00;2022-04-08 07:19:00;0.0;
2022-04-08 07:24:00;2022-04-08 07:24:00;0.0;
2022-04-08 07:29:00;2022-04-08 07:29:00;0.0;
2022-04-08 07:34:00;2022-04-08 07:34:00;0.0;59.723866632109
2022-04-08 07:39:00;2022-04-08 07:39:00;0.0;58.8816465944972
2022-04-08 07:44:00;2022-04-08 07:44:00;0.0;59.723866632109
2022-04-08 07:49:00;2022-04-08 07:49:00;0.0;58.4631687661659
2022-04-08 07:54:00;2022-04-08 07:54:00;0.0;59.3018791275894
2022-04-08 07:59:00;2022-04-08 07:59:00;0.0;
2022-04-08 08:04:00;2022-04-08 08:04:00;0.0;58.0464453759286
2022-04-08 08:09:00;2022-04-08 08:09:00;0.0;
2022-04-08 08:14:00;2022-04-08 08:14:00;0.0;
2022-04-08 08:19:00;2022-04-08 08:19:00;0.0;
2022-04-08 08:24:00;2022-04-08 08:24:00;0.0;59.3018791275894
2022-04-08 08:29:00;2022-04-08 08:29:00;0.0;
2022-04-08 08:34:00;2022-04-08 08:34:00;0.0;57.6314761571187
2022-04-08 08:39:00;2022-04-08 08:39:00;0.0;
2022-04-08 08:44:00;2022-04-08 08:44:00;0.0;
2022-04-08 08:49:00;2022-04-08 08:49:00;0.0;58.4631687661659
2022-04-08 08:54:00;2022-04-08 08:54:00;0.0;
2022-04-08 08:59:00;2022-04-08 08:59:00;0.0;
2022-04-08 09:04:00;2022-04-08 09:04:00;0.0;58.4631687661659
2022-04-08 09:09:00;2022-04-08 09:09:00;0.0;57.6314761571187
2022-04-08 09:14:00;2022-04-08 09:14:00;0.0;58.8816465944972
2022-04-08 09:19:00;2022-04-08 09:19:00;0.0;56.8067991671147
2022-04-08 09:24:00;2022-04-08 09:24:00;0.0;
2022-04-08 09:29:00;2022-04-08 09:29:00;0.0;57.6314761571187
2022-04-08 09:34:00;2022-04-08 09:34:00;0.0;
2022-04-08 09:39:00;2022-04-08 09:39:00;0.0;58.4631687661659
2022-04-08 09:44:00;2022-04-08 09:44:00;0.0;57.2182608430697
2022-04-08 09:49:00;2022-04-08 09:49:00;0.0;
2022-04-08 09:54:00;2022-04-08 09:54:00;0.0;56.3970908625873
2022-04-08 09:59:00;2022-04-08 09:59:00;0.0;
2022-04-08 10:04:00;2022-04-08 10:04:00;0.0;55.9891356628206
2022-04-08 10:09:00;2022-04-08 10:09:00;0.0;
2022-04-08 10:14:00;2022-04-08 10:14:00;0.0;56.8067991671147
2022-04-08 10:19:00;2022-04-08 10:19:00;0.0;55.582933301148
2022-04-08 10:24:00;2022-04-08 10:24:00;0.0;54.7757860254186
2022-04-08 10:29:00;2022-04-08 10:29:00;0.0;
2022-04-08 10:34:00;2022-04-08 10:34:00;0.0;55.582933301148
2022-04-08 10:39:00;2022-04-08 10:39:00;0.0;54.7757860254186
2022-04-08 10:44:00;2022-04-08 10:44:00;0.0;
2022-04-08 10:49:00;2022-04-08 10:49:00;0.0;53.5782047308637
2022-04-08 10:54:00;2022-04-08 10:54:00;0.0;54.3748405780284
2022-04-08 10:59:00;2022-04-08 10:59:00;0.0;
2022-04-08 11:04:00;2022-04-08 11:04:00;0.0;54.7757860254186
2022-04-08 11:09:00;2022-04-08 11:09:00;0.0;52.0059457603308
2022-04-08 11:14:00;2022-04-08 11:14:00;0.0;53.182513797756
2022-04-08 11:19:00;2022-04-08 11:19:00;0.0;
2022-04-08 11:24:00;2022-04-08 11:24:00;0.0;
2022-04-08 11:29:00;2022-04-08 11:29:00;0.0;52.3963845791562
2022-04-08 11:34:00;2022-04-08 11:34:00;0.0;
2022-04-08 11:39:00;2022-04-08 11:39:00;0.0;51.617257112933
2022-04-08 11:44:00;2022-04-08 11:44:00;0.0;53.182513797756
2022-04-08 11:49:00;2022-04-08 11:49:00;0.0;51.617257112933
2022-04-08 11:54:00;2022-04-08 11:54:00;0.0;
2022-04-08 11:59:00;2022-04-08 11:59:00;0.0;
2022-04-08 12:04:00;2022-04-08 12:04:00;0.0;52.0059457603308
2022-04-08 12:09:00;2022-04-08 12:09:00;0.0;52.7885738360757
2022-04-08 12:14:00;2022-04-08 12:14:00;0.0;
2022-04-08 12:19:00;2022-04-08 12:19:00;0.0;52.0059457603308
2022-04-08 12:24:00;2022-04-08 12:24:00;0.0;
