dateP;dateQ;P_mm;Q_ls
2022-02-14 08:34:00;2022-02-14 08:34:00;0.0;94.1872720213607
2022-02-14 08:39:00;2022-02-14 08:39:00;0.5;92.0088260798146
2022-02-14 08:44:00;2022-02-14 08:44:00;0.0;
2022-02-14 08:49:00;2022-02-14 08:49:00;0.5;90.9302428042717
2022-02-14 08:54:00;2022-02-14 08:54:00;0.0;89.8587498144379
2022-02-14 08:59:00;2022-02-14 08:59:00;0.0;91.4686480229962
2022-02-14 09:04:00;2022-02-14 09:04:00;0.0;89.3256615099952
2022-02-14 09:09:00;2022-02-14 09:09:00;0.5;87.7370261585641
2022-02-14 09:14:00;2022-02-14 09:14:00;0.0;84.0921818940686
2022-02-14 09:19:00;2022-02-14 09:19:00;0.0;85.1247164458356
2022-02-14 09:24:00;2022-02-14 09:24:00;0.0;83.066723761344
2022-02-14 09:29:00;2022-02-14 09:29:00;0.0;81.5418001812953
2022-02-14 09:34:00;2022-02-14 09:34:00;0.0;79.5333162967681
2022-02-14 09:39:00;2022-02-14 09:39:00;0.5;77.062460298224
2022-02-14 09:44:00;2022-02-14 09:44:00;0.0;75.6011332895587
2022-02-14 09:49:00;2022-02-14 09:49:00;0.0;74.635738585363
2022-02-14 09:54:00;2022-02-14 09:54:00;0.0;70.3787515021364
2022-02-14 09:59:00;2022-02-14 09:59:00;0.0;69.4521392360093
2022-02-14 10:04:00;2022-02-14 10:04:00;0.0;67.6200458275502
2022-02-14 10:09:00;2022-02-14 10:09:00;0.0;65.8161130285959
2022-02-14 10:14:00;2022-02-14 10:14:00;0.0;
2022-02-14 10:19:00;2022-02-14 10:19:00;0.0;64.04032377248
2022-02-14 10:24:00;2022-02-14 10:24:00;0.0;61.8601380594517
2022-02-14 10:29:00;2022-02-14 10:29:00;0.0;
2022-02-14 10:34:00;2022-02-14 10:34:00;0.5;58.8816465944972
2022-02-14 10:39:00;2022-02-14 10:39:00;0.0;56.8067991671147
2022-02-14 10:44:00;2022-02-14 10:44:00;0.0;
2022-02-14 10:49:00;2022-02-14 10:49:00;0.0;54.7757860254186
2022-02-14 10:54:00;2022-02-14 10:54:00;0.0;
2022-02-14 10:59:00;2022-02-14 10:59:00;0.0;52.7885738360757
2022-02-14 11:04:00;2022-02-14 11:04:00;0.0;51.617257112933
2022-02-14 11:09:00;2022-02-14 11:09:00;0.0;50.0799989042831
2022-02-14 11:14:00;2022-02-14 11:14:00;0.0;48.5707221051399
2022-02-14 11:19:00;2022-02-14 11:19:00;0.5;
2022-02-14 11:24:00;2022-02-14 11:24:00;0.0;47.8265714008
2022-02-14 11:29:00;2022-02-14 11:29:00;0.0;46.7234489633298
2022-02-14 11:34:00;2022-02-14 11:34:00;0.0;
2022-02-14 11:39:00;2022-02-14 11:39:00;0.0;45.2770679355771
2022-02-14 11:44:00;2022-02-14 11:44:00;0.0;44.210609498085
2022-02-14 11:49:00;2022-02-14 11:49:00;0.0;
2022-02-14 11:54:00;2022-02-14 11:54:00;0.0;42.8130876703033
2022-02-14 11:59:00;2022-02-14 11:59:00;0.0;43.5083605080057
2022-02-14 12:04:00;2022-02-14 12:04:00;0.0;41.7832540327896
2022-02-14 12:09:00;2022-02-14 12:09:00;0.0;40.769104738124
2022-02-14 12:14:00;2022-02-14 12:14:00;0.0;40.1017151765958
2022-02-14 12:19:00;2022-02-14 12:19:00;0.0;40.769104738124
2022-02-14 12:24:00;2022-02-14 12:24:00;0.5;39.1136904533438
2022-02-14 12:29:00;2022-02-14 12:29:00;0.0;39.7706325863065
2022-02-14 12:34:00;2022-02-14 12:34:00;0.0;38.4637106060913
2022-02-14 12:39:00;2022-02-14 12:39:00;0.0;37.1846292353843
2022-02-14 12:44:00;2022-02-14 12:44:00;0.0;
2022-02-14 12:49:00;2022-02-14 12:49:00;0.0;37.820690911216
2022-02-14 12:54:00;2022-02-14 12:54:00;0.0;36.555523445263
2022-02-14 12:59:00;2022-02-14 12:59:00;0.5;35.6249023791214
2022-02-14 13:04:00;2022-02-14 13:04:00;0.0;35.9333714075187
2022-02-14 13:09:00;2022-02-14 13:09:00;0.0;
2022-02-14 13:14:00;2022-02-14 13:14:00;0.0;35.3181709888183
2022-02-14 13:19:00;2022-02-14 13:19:00;0.0;
2022-02-14 13:24:00;2022-02-14 13:24:00;0.0;
2022-02-14 13:29:00;2022-02-14 13:29:00;0.0;34.408399979808
2022-02-14 13:34:00;2022-02-14 13:34:00;0.0;
2022-02-14 13:39:00;2022-02-14 13:39:00;0.0;33.8105692753837
2022-02-14 13:44:00;2022-02-14 13:44:00;0.0;33.2196827233365
2022-02-14 13:49:00;2022-02-14 13:49:00;0.0;
2022-02-14 13:54:00;2022-02-14 13:54:00;0.0;
2022-02-14 13:59:00;2022-02-14 13:59:00;0.0;
2022-02-14 14:04:00;2022-02-14 14:04:00;0.0;32.3463685143064
2022-02-14 14:09:00;2022-02-14 14:09:00;0.0;
2022-02-14 14:14:00;2022-02-14 14:14:00;0.0;31.7728330098689
2022-02-14 14:19:00;2022-02-14 14:19:00;0.0;
2022-02-14 14:24:00;2022-02-14 14:24:00;0.0;
2022-02-14 14:29:00;2022-02-14 14:29:00;0.0;31.206234191142
2022-02-14 14:34:00;2022-02-14 14:34:00;0.0;
2022-02-14 14:39:00;2022-02-14 14:39:00;0.0;30.6465699247924
2022-02-14 14:44:00;2022-02-14 14:44:00;0.0;
2022-02-14 14:49:00;2022-02-14 14:49:00;0.0;30.0938380774867
2022-02-14 14:54:00;2022-02-14 14:54:00;0.0;
2022-02-14 14:59:00;2022-02-14 14:59:00;0.0;
2022-02-14 15:04:00;2022-02-14 15:04:00;0.0;29.5480365158917
2022-02-14 15:09:00;2022-02-14 15:09:00;0.0;
2022-02-14 15:14:00;2022-02-14 15:14:00;0.0;
2022-02-14 15:19:00;2022-02-14 15:19:00;0.0;
2022-02-14 15:24:00;2022-02-14 15:24:00;0.0;
2022-02-14 15:29:00;2022-02-14 15:29:00;0.0;28.74232379254
2022-02-14 15:34:00;2022-02-14 15:34:00;0.0;
2022-02-14 15:39:00;2022-02-14 15:39:00;0.0;
2022-02-14 15:44:00;2022-02-14 15:44:00;0.0;
2022-02-14 15:49:00;2022-02-14 15:49:00;0.0;28.2138386118883
2022-02-14 15:54:00;2022-02-14 15:54:00;0.0;
2022-02-14 15:59:00;2022-02-14 15:59:00;0.0;
2022-02-14 16:04:00;2022-02-14 16:04:00;0.0;27.9521922120374
2022-02-14 16:09:00;2022-02-14 16:09:00;0.0;
2022-02-14 16:14:00;2022-02-14 16:14:00;0.0;
2022-02-14 16:19:00;2022-02-14 16:19:00;0.0;
2022-02-14 16:24:00;2022-02-14 16:24:00;0.0;
2022-02-14 16:29:00;2022-02-14 16:29:00;0.0;27.4340904599517
2022-02-14 16:34:00;2022-02-14 16:34:00;0.0;
2022-02-14 16:39:00;2022-02-14 16:39:00;0.0;
2022-02-14 16:44:00;2022-02-14 16:44:00;0.0;
2022-02-14 16:49:00;2022-02-14 16:49:00;0.0;26.9229083269102
2022-02-14 16:54:00;2022-02-14 16:54:00;0.0;
2022-02-14 16:59:00;2022-02-14 16:59:00;0.0;
2022-02-14 17:04:00;2022-02-14 17:04:00;0.0;26.169104746389
2022-02-14 17:09:00;2022-02-14 17:09:00;0.0;
2022-02-14 17:14:00;2022-02-14 17:14:00;0.0;26.6699114508644
2022-02-14 17:19:00;2022-02-14 17:19:00;0.0;26.169104746389
2022-02-14 17:24:00;2022-02-14 17:24:00;0.0;
2022-02-14 17:29:00;2022-02-14 17:29:00;0.0;26.6699114508644
