dateQ;dateP;P_mm;Q_ls_filled;Q_ls;year
2020-11-13 21:59:00;2020-11-13 21:59:00;0.5;45.9967666399317;45.9967666399317;2020
2020-11-13 22:04:00;2020-11-13 22:04:00;0.0;47.0894096488368;47.0894096488368;2020
2020-11-13 22:09:00;2020-11-13 22:09:00;0.0;45.9967666399317;45.9967666399317;2020
2020-11-13 22:14:00;2020-11-13 22:14:00;0.0;47.8265714008;47.8265714008;2020
2020-11-13 22:19:00;2020-11-13 22:19:00;0.0;47.0894096488368;47.0894096488368;2020
2020-11-13 22:24:00;2020-11-13 22:24:00;0.0;46.359234715917;46.359234715917;2020
2020-11-13 22:29:00;2020-11-13 22:29:00;0.0;46.6026263602236;;2020
2020-11-13 22:34:00;2020-11-13 22:34:00;0.0;46.8460180045302;;2020
2020-11-13 22:39:00;2020-11-13 22:39:00;0.0;47.0894096488368;47.0894096488368;2020
2020-11-13 22:44:00;2020-11-13 22:44:00;0.0;46.724322182376895;;2020
2020-11-13 22:49:00;2020-11-13 22:49:00;0.0;46.359234715917;46.359234715917;2020
2020-11-13 22:54:00;2020-11-13 22:54:00;0.5;46.238412023921896;;2020
2020-11-13 22:59:00;2020-11-13 22:59:00;0.0;46.1175893319268;;2020
2020-11-13 23:04:00;2020-11-13 23:04:00;0.0;45.9967666399317;45.9967666399317;2020
2020-11-13 23:09:00;2020-11-13 23:09:00;0.0;46.7234489633298;46.7234489633298;2020
2020-11-13 23:14:00;2020-11-13 23:14:00;0.0;46.90730270290817;;2020
2020-11-13 23:19:00;2020-11-13 23:19:00;0.0;47.091156442486536;;2020
2020-11-13 23:24:00;2020-11-13 23:24:00;0.0;47.2750101820649;;2020
2020-11-13 23:29:00;2020-11-13 23:29:00;0.0;47.458863921643264;;2020
2020-11-13 23:34:00;2020-11-13 23:34:00;0.0;47.64271766122163;;2020
2020-11-13 23:39:00;2020-11-13 23:39:00;0.0;47.8265714008;47.8265714008;2020
2020-11-13 23:44:00;2020-11-13 23:44:00;0.0;45.9967666399317;45.9967666399317;2020
2020-11-13 23:49:00;2020-11-13 23:49:00;0.0;46.17843722078123;;2020
2020-11-13 23:54:00;2020-11-13 23:54:00;0.0;46.36010780163075;;2020
2020-11-13 23:59:00;2020-11-13 23:59:00;0.0;46.541778382480274;;2020
2020-11-14 00:04:00;2020-11-14 00:04:00;0.0;46.7234489633298;46.7234489633298;2020
2020-11-14 00:09:00;2020-11-14 00:09:00;0.0;45.9967666399317;45.9967666399317;2020
2020-11-14 00:14:00;2020-11-14 00:14:00;0.0;47.0894096488368;47.0894096488368;2020
