name;n_points;duration_h;Q_max_ls;k1_s-1;k2_s-1;t_break_h;R2_1;R2_2;R2_two;delta_BIC
rec_20231023_1724;26;2.0833333333333335;1147.9;0.00026279780041277973;0.0003631376889191801;0.4166666666666667;0.9981417238810564;0.8639916016696884;0.9293628768187029;6.033922223617807
rec_20241025_2304;17;1.3333333333333333;700.004118126842;0.0005000439253140353;0.00032608884199672683;0.4166666666666667;0.9262605096078503;0.5411393022247148;0.8555868837350197;5.026914623109079
