name;n_points;dt_sec_nominal;duration_h;Q_max_ls;Qb_m3s_used;model;k_unique_s-1;k_fast_s-1;k_slow_s-1;t_break_h;R2_single;R2_two;R2_1;R2_2;BIC_single;BIC_two;delta_BIC
rec_20240328_0544;14;300.0;1.1666666666666667;218.88903045955;0.19394827296697642;single;0.0003661622812153379;;;;0.34031773364152873;;;;-6.7653226412150955;;
rec_20240328_0724;11;300.0;0.8333333333333334;192.85617379078;0.185323934236084;single;6.106234319359773e-06;;;;0.0004887381452580719;;;;-24.67382205951451;;
rec_20240428_0314;14;300.0;1.0833333333333333;234.467551954207;0.1572513565992506;single;0.00042047801835294347;;;;0.555838329977896;;;;-16.79803331593667;;
rec_20240429_0804;14;300.0;1.25;504.483002755122;0.4408961293577618;single;0.0003546531970117885;;;;0.44906156893625293;;;;-13.843926716150577;;
rec_20240502_0029;12;300.0;0.9166666666666666;345.301432859012;0.30632230016253204;single;2.587239237436784e-05;;;;0.023996824587866228;;;;-37.43363775945639;;
rec_20240514_1719;10;300.0;0.75;282.1784507385;0.1885985691557115;single;0.00010844364312063368;;;;0.1321759646541395;;;;-23.98409838636421;;
rec_20240518_0449;11;300.0;0.8333333333333334;135.577951081399;0.11324415642876601;single;4.721103553594887e-05;;;;0.018417094128612477;;;;-19.797223163562457;;
rec_20240629_1644;13;300.0;1.0;39.7706325863065;0.019886282426233352;single;0.0006097908493916762;;;;0.4555664745041673;;;;-2.409614722315551;;
rec_20240721_0354;11;300.0;0.8333333333333334;4.7852663876177;0.00261774455487605;single;0.0001509149153839956;;;;0.02438163030970586;;;;2.6156217472409207;;
rec_20240802_1859;11;300.0;0.8333333333333334;6.86936126128755;0.002153437295207824;single;0.0006951563953117919;;;;0.2793688040393921;;;;6.060761144410834;;
rec_20241012_2234;11;300.0;0.8333333333333334;76.0864773654642;0.0722531178248525;single;1.185853035232472e-05;;;;0.0007629155906531127;;;;-14.973147436815069;;
rec_20241017_0219;11;300.0;0.8333333333333334;862.846422342442;0.7447627002682358;single;0.0004775971877406386;;;;0.565346993207031;;;;-15.512710731201771;;
rec_20241017_1914;15;300.0;1.1666666666666667;1345.025;0.7876340534460449;single;0.0005740577579363624;;;;0.894947439555623;;;;-35.58731345920852;;
rec_20241025_2304;17;300.0;1.3333333333333333;700.004118126842;0.363700220451109;two;;0.0005000439253140353;0.00032608884199672683;0.4166666666666667;0.8500508237085461;0.8555868837350197;0.9262605096078503;0.5411393022247148;-43.55532441408812;-38.52840979097904;5.026914623109079
rec_20241026_1234;12;300.0;0.9166666666666666;763.690121215826;0.6080092159027305;single;5.525162961629694e-05;;;;0.44863480813033974;;;;-61.21659899265532;;
