dateQ;dateP;P_mm;Q_ls_filled;Q_ls;year
2022-04-06 12:34:00;2022-04-06 12:34:00;0.0;39.7706325863065;39.7706325863065;2022
2022-04-06 12:39:00;2022-04-06 12:39:00;0.0;40.4345391383128;40.4345391383128;2022
2022-04-06 12:44:00;2022-04-06 12:44:00;0.0;39.7706325863065;39.7706325863065;2022
2022-04-06 12:49:00;2022-04-06 12:49:00;0.5;39.93660922430807;;2022
2022-04-06 12:54:00;2022-04-06 12:54:00;0.5;40.102585862309645;;2022
2022-04-06 12:59:00;2022-04-06 12:59:00;0.0;40.268562500311226;;2022
2022-04-06 13:04:00;2022-04-06 13:04:00;0.0;40.4345391383128;40.4345391383128;2022
2022-04-06 13:09:00;2022-04-06 13:09:00;0.0;40.268562500311226;;2022
2022-04-06 13:14:00;2022-04-06 13:14:00;0.0;40.10258586230965;;2022
2022-04-06 13:19:00;2022-04-06 13:19:00;0.0;39.93660922430807;;2022
2022-04-06 13:24:00;2022-04-06 13:24:00;0.0;39.7706325863065;39.7706325863065;2022
2022-04-06 13:29:00;2022-04-06 13:29:00;0.0;40.102585862309645;;2022
2022-04-06 13:34:00;2022-04-06 13:34:00;0.0;40.4345391383128;40.4345391383128;2022
2022-04-06 13:39:00;2022-04-06 13:39:21;1.0;41.1088965855512;;2022
2022-04-06 13:44:00;2022-04-06 13:44:00;1.5;41.7832540327896;41.7832540327896;2022
2022-04-06 13:49:00;2022-04-06 13:49:00;1.0;42.298170851546445;;2022
2022-04-06 13:54:00;2022-04-06 13:54:00;0.5;42.8130876703033;42.8130876703033;2022
2022-04-06 13:59:00;2022-04-06 13:59:00;0.5;43.8586128506649;43.8586128506649;2022
2022-04-06 14:04:00;2022-04-06 14:04:00;0.5;45.2770679355771;45.2770679355771;2022
2022-04-06 14:09:00;2022-04-06 14:09:00;0.5;44.5643507169326;44.5643507169326;2022
2022-04-06 14:14:00;2022-04-06 14:14:00;0.5;46.7234489633298;46.7234489633298;2022
2022-04-06 14:19:00;2022-04-06 14:19:00;0.5;45.9967666399317;45.9967666399317;2022
2022-04-06 14:24:00;2022-04-06 14:24:00;0.0;46.54308814438425;;2022
2022-04-06 14:29:00;2022-04-06 14:29:00;0.5;47.0894096488368;47.0894096488368;2022
2022-04-06 14:34:00;2022-04-06 14:34:00;0.0;48.5707221051399;48.5707221051399;2022
2022-04-06 14:39:00;2022-04-06 14:39:00;0.5;50.4616895326377;50.4616895326377;2022
2022-04-06 14:44:00;2022-04-06 14:44:00;0.0;51.03947332278535;;2022
2022-04-06 14:49:00;2022-04-06 14:49:00;0.0;51.617257112933;51.617257112933;2022
2022-04-06 14:54:00;2022-04-06 14:54:00;0.5;52.3998854553445;;2022
