dateQ;dateP;P_mm;Q_ls_filled;Q_ls;year
2023-10-16 22:49:00;2023-10-16 22:49:00;0.5;5.006806579289353;;2023
2023-10-16 22:54:00;2023-10-16 22:54:00;0.0;5.022285884428706;;2023
2023-10-16 22:59:00;2023-10-16 22:59:00;0.0;5.03776518956806;5.03776518956806;2023
2023-10-16 23:04:00;2023-10-16 23:04:00;0.0;5.03776518956806;5.03776518956806;2023
2023-10-16 23:09:00;2023-10-16 23:09:00;0.5;5.0726517822603565;;2023
2023-10-16 23:14:00;2023-10-16 23:14:00;0.0;5.107538374952652;;2023
2023-10-16 23:19:00;2023-10-16 23:19:00;0.0;5.142424967644948;;2023
2023-10-16 23:24:00;2023-10-16 23:24:00;0.0;5.177311560337244;;2023
2023-10-16 23:29:00;2023-10-16 23:29:00;0.5;5.21219815302954;5.21219815302954;2023
2023-10-16 23:34:00;2023-10-16 23:34:00;0.0;5.224882593028483;;2023
2023-10-16 23:39:00;2023-10-16 23:39:00;0.0;5.2375670330274255;;2023
2023-10-16 23:44:00;2023-10-16 23:44:00;0.0;5.250251473026369;;2023
2023-10-16 23:49:00;2023-10-16 23:49:00;0.0;5.262935913025311;;2023
2023-10-16 23:54:00;2023-10-16 23:54:23;0.5;5.275620353024254;;2023
2023-10-16 23:59:00;2023-10-16 23:59:00;0.0;5.288304793023197;;2023
2023-10-17 00:04:00;2023-10-17 00:04:00;0.0;5.30098923302214;5.30098923302214;2023
2023-10-17 00:09:00;2023-10-17 00:09:00;0.0;5.321073688337267;;2023
2023-10-17 00:14:00;2023-10-17 00:14:00;0.0;5.341158143652395;;2023
2023-10-17 00:19:00;2023-10-17 00:19:00;0.0;5.361242598967523;;2023
2023-10-17 00:24:00;2023-10-17 00:24:46;0.5;5.381327054282651;;2023
2023-10-17 00:29:00;2023-10-17 00:29:00;0.0;5.401411509597779;;2023
2023-10-17 00:34:00;2023-10-17 00:34:00;0.0;5.421495964912906;;2023
2023-10-17 00:39:00;2023-10-17 00:39:00;0.0;5.441580420228035;;2023
2023-10-17 00:44:00;2023-10-17 00:44:00;0.0;5.461664875543162;;2023
2023-10-17 00:49:00;2023-10-17 00:49:00;0.5;5.48174933085829;5.48174933085829;2023
2023-10-17 00:54:00;2023-10-17 00:54:00;0.0;5.512409502316443;;2023
2023-10-17 00:59:00;2023-10-17 00:59:00;0.5;5.543069673774596;;2023
2023-10-17 01:04:00;2023-10-17 01:04:00;0.0;5.57372984523275;5.57372984523275;2023
2023-10-17 01:09:00;2023-10-17 01:09:00;0.0;5.667325195727225;;2023
2023-10-17 01:14:00;2023-10-17 01:14:00;0.5;5.7609205462217;5.7609205462217;2023
2023-10-17 01:19:00;2023-10-17 01:19:00;0.0;5.82476563035904;;2023
2023-10-17 01:24:00;2023-10-17 01:24:00;0.0;5.88861071449638;;2023
2023-10-17 01:29:00;2023-10-17 01:29:52;0.5;5.95245579863372;5.95245579863372;2023
2023-10-17 01:34:00;2023-10-17 01:34:00;0.0;6.017764395286613;;2023
2023-10-17 01:39:00;2023-10-17 01:39:00;0.0;6.083072991939507;;2023
2023-10-17 01:44:00;2023-10-17 01:44:00;0.0;6.1483815885924;6.1483815885924;2023
2023-10-17 01:49:00;2023-10-17 01:49:00;0.0;6.198472166999645;;2023
2023-10-17 01:54:00;2023-10-17 01:54:00;0.5;6.24856274540689;;2023
2023-10-17 01:59:00;2023-10-17 01:59:00;0.0;6.298653323814135;;2023
2023-10-17 02:04:00;2023-10-17 02:04:00;0.0;6.34874390222138;6.34874390222138;2023
2023-10-17 02:09:00;2023-10-17 02:09:00;0.0;6.389712866905954;;2023
2023-10-17 02:14:00;2023-10-17 02:14:00;0.0;6.430681831590528;;2023
2023-10-17 02:19:00;2023-10-17 02:19:00;0.5;6.471650796275102;;2023
2023-10-17 02:24:00;2023-10-17 02:24:00;0.0;6.512619760959676;;2023
2023-10-17 02:29:00;2023-10-17 02:29:00;0.0;6.55358872564425;6.55358872564425;2023
2023-10-17 02:34:00;2023-10-17 02:34:00;0.0;6.658275385314445;;2023
2023-10-17 02:39:00;2023-10-17 02:39:00;0.5;6.76296204498464;6.76296204498464;2023
2023-10-17 02:44:00;2023-10-17 02:44:00;0.0;6.834277978778487;;2023
2023-10-17 02:49:00;2023-10-17 02:49:00;0.0;6.905593912572333;;2023
2023-10-17 02:54:00;2023-10-17 02:54:00;0.0;6.97690984636618;6.97690984636618;2023
2023-10-17 02:59:00;2023-10-17 02:59:00;0.0;7.19547811591246;7.19547811591246;2023
2023-10-17 03:04:00;2023-10-17 03:04:00;0.0;7.19547811591246;7.19547811591246;2023
2023-10-17 03:09:00;2023-10-17 03:09:00;0.5;7.307095477829785;;2023
2023-10-17 03:14:00;2023-10-17 03:14:00;0.0;7.41871283974711;7.41871283974711;2023
2023-10-17 03:19:00;2023-10-17 03:19:00;0.0;7.464302272596438;;2023
2023-10-17 03:24:00;2023-10-17 03:24:00;0.0;7.509891705445766;;2023
2023-10-17 03:29:00;2023-10-17 03:29:00;0.0;7.555481138295094;;2023
2023-10-17 03:34:00;2023-10-17 03:34:00;0.0;7.601070571144422;;2023
2023-10-17 03:39:00;2023-10-17 03:39:00;0.5;7.64666000399375;7.64666000399375;2023
2023-10-17 03:44:00;2023-10-17 03:44:00;0.0;7.724228534254497;;2023
2023-10-17 03:49:00;2023-10-17 03:49:00;0.0;7.8017970645152435;;2023
2023-10-17 03:54:00;2023-10-17 03:54:00;0.0;7.87936559477599;7.87936559477599;2023
2023-10-17 03:59:00;2023-10-17 03:59:00;0.0;7.87936559477599;;2023
2023-10-17 04:04:00;2023-10-17 04:04:00;0.0;7.87936559477599;7.87936559477599;2023
2023-10-17 04:09:00;2023-10-17 04:09:00;0.0;7.968885852419243;;2023
2023-10-17 04:14:00;2023-10-17 04:14:12;0.5;8.058406110062496;;2023
2023-10-17 04:19:00;2023-10-17 04:19:00;0.0;8.147926367705747;;2023
2023-10-17 04:24:00;2023-10-17 04:24:00;0.0;8.237446625349;8.237446625349;2023
2023-10-17 04:29:00;2023-10-17 04:29:00;0.0;8.27824709975101;;2023
2023-10-17 04:34:00;2023-10-17 04:34:00;0.0;8.31904757415302;;2023
2023-10-17 04:39:00;2023-10-17 04:39:00;0.0;8.35984804855503;;2023
2023-10-17 04:44:00;2023-10-17 04:44:00;0.5;8.40064852295704;;2023
2023-10-17 04:49:00;2023-10-17 04:49:00;0.0;8.44144899735905;;2023
2023-10-17 04:54:00;2023-10-17 04:54:00;0.0;8.48224947176106;8.48224947176106;2023
2023-10-17 04:59:00;2023-10-17 04:59:00;0.0;8.54437112966676;;2023
2023-10-17 05:04:00;2023-10-17 05:04:00;0.0;8.60649278757246;8.60649278757246;2023
