dateP,P_mm,Q_m3s
2024-12-22 06:59:00,0.5,
2024-12-22 07:04:00,0.0,0.0130994009820956
2024-12-22 07:09:00,0.0,
2024-12-22 07:14:00,0.0,
2024-12-22 07:19:00,0.0,
2024-12-22 07:24:00,0.0,
2024-12-22 07:29:00,0.0,
2024-12-22 07:34:00,0.0,
2024-12-22 07:39:00,0.0,0.0132660344058117
2024-12-22 07:44:00,0.0,
2024-12-22 07:49:00,0.0,
2024-12-22 07:54:00,0.0,
2024-12-22 07:59:00,0.0,0.0121290888192253
2024-12-22 08:04:00,0.0,0.0134340873667798
2024-12-22 08:09:00,0.0,
2024-12-22 08:14:00,0.0,
2024-12-22 08:19:00,0.0,0.012934181347366099
2024-12-22 08:24:00,0.0,0.0132660344058117
2024-12-22 08:29:00,0.5,0.013689020253399499
2024-12-22 08:34:00,0.0,
2024-12-22 08:39:00,0.0,
2024-12-22 08:44:00,0.0,
2024-12-22 08:49:00,0.0,
2024-12-22 08:54:00,0.0,0.014120609548481
2024-12-22 08:59:49,0.5,
2024-12-22 09:04:00,0.0,0.0139468209558505
2024-12-22 09:09:00,0.0,0.014384191868718
2024-12-22 09:14:00,0.5,0.0146506879909098
2024-12-22 09:19:00,0.0,
2024-12-22 09:24:00,0.0,
2024-12-22 09:29:00,0.0,0.0146506879909098
2024-12-22 09:34:00,0.0,
2024-12-22 09:39:00,0.5,
2024-12-22 09:44:00,0.0,0.015193956143719
2024-12-22 09:49:00,0.5,
2024-12-22 09:54:00,0.0,
2024-12-22 09:59:00,0.0,0.0155635391726758
2024-12-22 10:04:00,0.0,0.0155635391726758
2024-12-22 10:09:00,0.5,
2024-12-22 10:14:00,0.0,
2024-12-22 10:19:00,0.0,0.0157505692100757
2024-12-22 10:24:00,0.5,0.016219122885603
2024-12-22 10:29:00,0.5,0.016219122885603
2024-12-22 10:34:00,0.0,0.016554575533013198
2024-12-22 10:39:00,0.5,0.016554575533013198
2024-12-22 10:44:00,0.5,0.017246078618300898
2024-12-22 10:49:00,0.0,
2024-12-22 10:54:00,0.5,0.018149100332036303
2024-12-22 10:59:30,0.5,
2024-12-22 11:04:00,0.0,0.018149100332036303
2024-12-22 11:09:00,0.0,
2024-12-22 11:14:00,0.0,0.0189058923315806
2024-12-22 11:19:00,0.5,0.0187115356840778
2024-12-22 11:24:02,0.5,0.0190950896648
2024-12-22 11:29:00,0.0,0.0196833215882583
2024-12-22 11:34:00,0.0,
2024-12-22 11:39:00,0.0,0.0201855605022458
2024-12-22 11:44:00,0.5,0.020698128444799898
2024-12-22 11:49:00,0.0,0.0213276764825248
2024-12-22 11:54:00,0.0,
2024-12-22 11:59:00,0.0,0.0209062552637249
2024-12-22 12:04:00,0.0,0.021116104520744302
2024-12-22 12:09:00,0.0,0.0217559895870357
2024-12-22 12:14:00,0.0,0.021116104520744302
2024-12-22 12:19:00,0.0,0.021972731263099402
2024-12-22 12:24:00,0.0,0.022856938348298498
2024-12-22 12:29:00,0.0,0.0224113861961768
2024-12-22 12:34:00,0.0,
2024-12-22 12:39:00,0.0,
2024-12-22 12:44:00,0.0,
2024-12-22 12:49:00,0.0,
2024-12-22 12:54:00,0.0,
2024-12-22 12:59:00,0.0,
2024-12-22 13:04:00,0.0,0.022856938348298498
2024-12-22 13:09:00,0.0,0.0224113861961768
2024-12-22 13:14:00,0.0,
2024-12-22 13:19:00,0.0,
2024-12-22 13:24:00,0.0,
2024-12-22 13:29:00,0.0,0.022856938348298498
2024-12-22 13:34:00,0.0,
2024-12-22 13:39:00,0.0,
2024-12-22 13:44:00,0.0,
