dateP,P_mm,Q_m3s
2023-11-27 16:54:00,0.5,0.017246078618300898
2023-11-27 16:59:00,0.0,0.0174232471515257
2023-11-27 17:04:00,0.0,0.0170706274565039
2023-11-27 17:09:00,0.0,
2023-11-27 17:14:00,0.0,
2023-11-27 17:19:00,0.0,
2023-11-27 17:24:00,0.0,
2023-11-27 17:29:00,0.0,
2023-11-27 17:34:00,0.0,
2023-11-27 17:39:00,0.0,
2023-11-27 17:44:00,0.0,
2023-11-27 17:49:00,0.0,
2023-11-27 17:54:00,0.0,
2023-11-27 17:59:00,0.0,
2023-11-27 18:04:00,0.0,0.0170706274565039
2023-11-27 18:09:00,0.0,
2023-11-27 18:14:00,0.0,
2023-11-27 18:19:00,0.0,
2023-11-27 18:24:00,0.0,
2023-11-27 18:29:00,0.0,
2023-11-27 18:34:00,0.0,
2023-11-27 18:39:00,0.0,
2023-11-27 18:44:00,0.0,
2023-11-27 18:49:00,0.0,
2023-11-27 18:54:00,0.0,
2023-11-27 18:59:00,0.0,
2023-11-27 19:04:00,0.0,0.0170706274565039
2023-11-27 19:09:00,0.0,
2023-11-27 19:14:00,0.0,
2023-11-27 19:19:00,0.0,
2023-11-27 19:24:00,0.0,0.0170706274565039
2023-11-27 19:29:00,0.0,
2023-11-27 19:34:00,0.0,
2023-11-27 19:39:00,0.0,
2023-11-27 19:44:00,0.0,
2023-11-27 19:49:00,0.0,
2023-11-27 19:54:00,0.0,
2023-11-27 19:59:00,0.0,
2023-11-27 20:04:00,0.0,0.017246078618300898
2023-11-27 20:09:00,0.0,
2023-11-27 20:14:00,0.0,
2023-11-27 20:19:00,0.0,
2023-11-27 20:24:00,0.0,0.0168968933994681
2023-11-27 20:29:00,0.0,0.017246078618300898
2023-11-27 20:34:00,0.0,0.0167248761805267
2023-11-27 20:39:00,0.0,0.0170706274565039
2023-11-27 20:44:00,0.0,
2023-11-27 20:49:00,0.0,
2023-11-27 20:54:00,0.0,
2023-11-27 20:59:00,0.0,0.0167248761805267
2023-11-27 21:04:00,0.0,0.0168968933994681
2023-11-27 21:09:00,0.0,
2023-11-27 21:14:00,0.0,
2023-11-27 21:19:00,0.0,0.017246078618300898
2023-11-27 21:24:00,0.0,
2023-11-27 21:29:00,0.0,
2023-11-27 21:34:00,0.0,
2023-11-27 21:39:00,0.0,
2023-11-27 21:44:59,0.5,
2023-11-27 21:49:00,0.0,
2023-11-27 21:54:00,0.0,
2023-11-27 21:59:00,0.0,0.0168968933994681
2023-11-27 22:04:00,0.0,0.0170706274565039
2023-11-27 22:09:00,0.0,0.0167248761805267
2023-11-27 22:14:00,0.0,0.0170706274565039
2023-11-27 22:19:00,0.0,0.0167248761805267
2023-11-27 22:24:00,0.0,0.0170706274565039
2023-11-27 22:29:00,0.0,
2023-11-27 22:34:00,0.0,
2023-11-27 22:39:00,0.0,
2023-11-27 22:44:00,0.0,
2023-11-27 22:49:00,0.0,
2023-11-27 22:54:00,0.0,
2023-11-27 22:59:00,0.0,
2023-11-27 23:04:00,0.0,0.0171583530374024
2023-11-27 23:09:00,0.0,
2023-11-27 23:14:00,0.0,
2023-11-27 23:19:00,0.0,
2023-11-27 23:24:00,0.0,
2023-11-27 23:29:00,0.0,
2023-11-27 23:34:00,0.0,
2023-11-27 23:39:00,0.0,
2023-11-27 23:44:00,0.0,
2023-11-27 23:49:00,0.0,
2023-11-27 23:54:00,0.0,
2023-11-27 23:59:00,0.0,
2023-11-28 00:04:00,0.0,0.0170706274565039
2023-11-28 00:09:00,0.0,
2023-11-28 00:14:00,0.0,
2023-11-28 00:19:00,0.0,
2023-11-28 00:24:00,0.0,0.0174232471515257
2023-11-28 00:29:00,0.0,0.0170706274565039
2023-11-28 00:34:00,0.0,
2023-11-28 00:39:00,0.0,
2023-11-28 00:44:00,0.0,
2023-11-28 00:49:00,0.0,
2023-11-28 00:54:00,0.0,
2023-11-28 00:59:00,0.0,
2023-11-28 01:04:00,0.0,0.017246078618300898
2023-11-28 01:09:00,0.0,
2023-11-28 01:14:00,0.0,
2023-11-28 01:19:00,0.0,
2023-11-28 01:24:00,0.0,
2023-11-28 01:29:00,0.0,
2023-11-28 01:34:00,0.0,
2023-11-28 01:39:00,0.0,
2023-11-28 01:44:00,0.0,
2023-11-28 01:49:00,0.0,
2023-11-28 01:54:00,0.0,
2023-11-28 01:59:00,0.0,0.0168968933994681
2023-11-28 02:04:00,0.0,0.017246078618300898
2023-11-28 02:09:00,0.0,
2023-11-28 02:14:00,0.0,0.0168968933994681
2023-11-28 02:19:00,0.0,
2023-11-28 02:24:00,0.0,0.017246078618300898
2023-11-28 02:29:00,0.0,
2023-11-28 02:34:00,0.0,
2023-11-28 02:39:00,0.0,0.0168968933994681
2023-11-28 02:44:00,0.0,
2023-11-28 02:49:00,0.0,
2023-11-28 02:54:00,0.0,0.017246078618300898
2023-11-28 02:59:00,0.0,0.0168968933994681
2023-11-28 03:04:00,0.0,0.0168968933994681
2023-11-28 03:09:00,0.0,
2023-11-28 03:14:00,0.0,
2023-11-28 03:19:00,0.0,
2023-11-28 03:24:00,0.0,
2023-11-28 03:29:00,0.0,0.017246078618300898
2023-11-28 03:34:00,0.0,
2023-11-28 03:39:00,0.0,
2023-11-28 03:44:00,0.0,0.0168968933994681
2023-11-28 03:49:00,0.0,
2023-11-28 03:54:00,0.0,
2023-11-28 03:59:00,0.0,
2023-11-28 04:04:00,0.0,0.0170706274565039
2023-11-28 04:09:00,0.0,
2023-11-28 04:14:00,0.0,
2023-11-28 04:19:00,0.0,
2023-11-28 04:24:00,0.0,0.017602133322845
2023-11-28 04:29:00,0.0,0.0170706274565039
2023-11-28 04:34:00,0.0,
2023-11-28 04:39:00,0.0,0.0167248761805267
2023-11-28 04:44:00,0.0,
2023-11-28 04:49:00,0.0,
2023-11-28 04:54:00,0.0,
