dateP,P_mm,Q_m3s
2022-06-22 15:49:00,1.0,
2022-06-22 15:54:00,0.5,0.001951302003725
2022-06-22 15:59:00,0.0,0.00203703835277194
2022-06-22 16:04:00,0.0,0.00199378806075324
2022-06-22 16:09:00,0.0,
2022-06-22 16:14:00,0.0,
2022-06-22 16:19:00,1.0,
2022-06-22 16:24:56,1.5,0.00221779683606027
2022-06-22 16:29:00,0.5,0.00251283881583318
2022-06-22 16:34:24,2.0,
2022-06-22 16:39:56,5.0,0.00325594493710625
2022-06-22 16:44:53,2.5,0.0051244587213
2022-06-22 16:49:52,2.5,0.00595245579863372
2022-06-22 16:54:44,4.0,0.007195478115912459
2022-06-22 16:59:20,0.5,0.009780974095817501
2022-06-22 17:04:00,1.0,0.0093781013196395
2022-06-22 17:09:00,0.0,
2022-06-22 17:14:00,0.0,0.00885869194573325
2022-06-22 17:19:00,0.0,0.00848224947176106
2022-06-22 17:24:00,0.0,0.00799751717078158
2022-06-22 17:29:00,0.0,
2022-06-22 17:34:00,0.0,0.008237446625348999
2022-06-22 17:39:00,0.0,0.008986659284613561
2022-06-22 17:44:00,0.0,0.009246358223301231
2022-06-22 17:49:00,0.5,
2022-06-22 17:54:00,0.0,0.009511114498328
2022-06-22 17:59:00,0.0,0.009246358223301231
2022-06-22 18:04:00,0.0,0.009115879461047721
2022-06-22 18:09:00,0.0,0.0093781013196395
2022-06-22 18:14:00,0.0,0.010912365432875
2022-06-22 18:19:00,0.0,0.015890533323904
2022-06-22 18:24:00,0.0,0.0190950896648
2022-06-22 18:29:00,0.0,0.0198828402167111
2022-06-22 18:34:00,0.0,0.0209062552637249
2022-06-22 18:39:00,0.0,
2022-06-22 18:44:00,0.0,0.0198828402167111
2022-06-22 18:49:00,0.0,0.018522338084191698
2022-06-22 18:54:00,0.0,0.017602133322845
2022-06-22 18:59:00,0.0,0.0168968933994681
2022-06-22 19:04:00,0.0,0.016219122885603
2022-06-22 19:09:00,0.0,0.015890533323904
2022-06-22 19:14:00,0.0,0.0153780033999787
2022-06-22 19:19:00,0.0,
2022-06-22 19:24:00,0.0,0.0146506879909098
2022-06-22 19:29:00,0.0,0.014120609548481
2022-06-22 19:34:00,0.0,0.0136035656132653
2022-06-22 19:39:00,0.0,0.012934181347366099
2022-06-22 19:44:00,0.0,0.012607960451804701
2022-06-22 19:49:00,0.0,0.0121290888192253
2022-06-22 19:54:00,0.0,0.0118167471415839
2022-06-22 19:59:00,0.0,0.0113584787759299
2022-06-22 20:04:00,0.0,0.010912365432875
2022-06-22 20:09:00,0.0,0.0106216326842985
2022-06-22 20:14:00,0.0,
2022-06-22 20:19:00,0.0,0.0101954328163148
2022-06-22 20:24:00,0.0,0.00991783201114939
2022-06-22 20:29:00,0.0,
2022-06-22 20:34:00,0.0,0.009511114498328
2022-06-22 20:39:00,0.0,0.009246358223301231
2022-06-22 20:44:00,0.0,
2022-06-22 20:49:00,0.0,0.00885869194573325
2022-06-22 20:54:00,0.0,0.00860649278757246
2022-06-22 20:59:00,0.0,
2022-06-22 21:04:00,0.0,0.00848224947176106
2022-06-22 21:09:00,0.0,0.008237446625348999
2022-06-22 21:14:00,0.0,0.00799751717078158
2022-06-22 21:19:00,0.0,
2022-06-22 21:24:00,0.0,0.00764666000399375
2022-06-22 21:29:00,0.0,
2022-06-22 21:34:00,0.0,0.0074187128397471104
2022-06-22 21:39:00,0.0,
2022-06-22 21:44:00,0.0,
2022-06-22 21:49:00,0.0,0.007085613548486
2022-06-22 21:54:00,0.0,
2022-06-22 21:59:00,0.0,
2022-06-22 22:04:00,0.0,0.006869361261287551
2022-06-22 22:09:00,0.0,
2022-06-22 22:14:00,0.0,
2022-06-22 22:19:00,0.0,
2022-06-22 22:24:00,0.0,
2022-06-22 22:29:00,0.0,0.00665770644919203
2022-06-22 22:34:00,0.0,
2022-06-22 22:39:00,0.0,0.00645060312607585
2022-06-22 22:44:00,0.0,
2022-06-22 22:49:00,0.0,0.0062480053058153705
2022-06-22 22:54:00,0.0,
2022-06-22 22:59:00,0.0,0.006049867002287
2022-06-22 23:04:00,0.0,0.006049867002287
2022-06-22 23:09:00,0.0,0.0058561422293671
2022-06-22 23:14:00,0.0,
2022-06-22 23:19:00,0.0,
2022-06-22 23:24:00,0.0,0.00566678500093207
2022-06-22 23:29:00,0.0,
2022-06-22 23:34:00,0.0,
2022-06-22 23:39:00,0.0,0.00539083770954324
2022-06-22 23:44:00,0.0,
2022-06-22 23:49:00,0.0,
2022-06-22 23:54:00,0.0,
2022-06-22 23:59:00,0.0,0.00521219815302954
2022-06-23 00:04:00,0.0,0.0051244587213
2022-06-23 00:09:00,0.0,
2022-06-23 00:14:00,0.0,
2022-06-23 00:19:00,0.0,0.0049521118095682696
2022-06-23 00:24:00,0.0,
2022-06-23 00:29:00,0.0,
2022-06-23 00:34:00,0.0,
2022-06-23 00:39:00,0.0,0.00478390251170331
2022-06-23 00:44:00,0.0,
2022-06-23 00:49:00,0.0,
2022-06-23 00:54:00,0.0,0.00461978484158153
2022-06-23 00:59:00,0.0,
2022-06-23 01:04:00,0.0,0.00461978484158153
2022-06-23 01:09:00,0.0,
2022-06-23 01:14:00,0.0,
2022-06-23 01:19:00,0.0,0.004459712813079299
2022-06-23 01:24:00,0.0,
2022-06-23 01:29:00,0.0,
2022-06-23 01:34:00,0.0,
2022-06-23 01:39:00,0.0,
2022-06-23 01:44:00,0.0,0.004303640440073
2022-06-23 01:49:00,0.0,
2022-06-23 01:54:00,0.0,
2022-06-23 01:59:00,0.0,
2022-06-23 02:04:00,0.0,0.0042270897537172005
2022-06-23 02:09:00,0.0,
2022-06-23 02:14:00,0.0,
2022-06-23 02:19:00,0.0,
2022-06-23 02:24:00,0.0,0.00407693063997303
2022-06-23 02:29:00,0.0,
2022-06-23 02:34:00,0.0,
2022-06-23 02:39:00,0.0,
2022-06-23 02:44:00,0.0,
2022-06-23 02:49:00,0.0,
2022-06-23 02:54:00,0.0,
2022-06-23 02:59:00,0.0,
2022-06-23 03:04:00,0.0,0.00393065621641575
2022-06-23 03:09:00,0.0,
2022-06-23 03:14:00,0.0,
2022-06-23 03:19:00,0.0,
2022-06-23 03:24:00,0.0,
2022-06-23 03:29:00,0.0,0.00378822049692175
2022-06-23 03:34:00,0.0,
2022-06-23 03:39:00,0.0,
2022-06-23 03:44:00,0.0,
2022-06-23 03:49:00,0.0,
2022-06-23 03:54:00,0.0,
2022-06-23 03:59:00,0.0,
2022-06-23 04:04:00,0.0,0.00364957749536742
2022-06-23 04:09:00,0.0,
2022-06-23 04:14:00,0.0,
2022-06-23 04:19:00,0.0,
2022-06-23 04:24:00,0.5,
2022-06-23 04:29:00,0.0,
2022-06-23 04:34:00,0.0,
2022-06-23 04:39:00,0.0,
2022-06-23 04:44:18,0.5,
2022-06-23 04:49:00,0.0,
2022-06-23 04:54:00,0.0,
2022-06-23 04:59:00,1.0,
2022-06-23 05:04:00,1.5,0.00393065621641575
2022-06-23 05:09:00,1.0,0.004459712813079299
2022-06-23 05:14:00,0.5,0.00478390251170331
2022-06-23 05:19:00,0.0,
2022-06-23 05:24:00,0.5,
2022-06-23 05:29:00,0.5,0.0049521118095682696
2022-06-23 05:34:00,0.0,
2022-06-23 05:39:00,0.0,
2022-06-23 05:44:00,0.0,0.00478390251170331
2022-06-23 05:49:00,0.0,
