dateP,P_mm,Q_m3s
2020-03-12 23:44:00,0.5,0.032926842837787705
2020-03-12 23:49:00,0.0,
2020-03-12 23:54:00,0.0,0.032346368514306396
2020-03-12 23:59:00,0.0,
2020-03-13 00:04:00,0.0,0.032926842837787705
2020-03-13 00:09:00,0.0,0.032346368514306396
2020-03-13 00:14:00,0.0,
2020-03-13 00:19:00,0.0,
2020-03-13 00:24:00,0.0,
2020-03-13 00:29:00,0.0,
2020-03-13 00:34:00,0.0,0.032926842837787705
2020-03-13 00:39:00,0.0,
2020-03-13 00:44:00,0.0,
2020-03-13 00:49:00,0.0,0.032346368514306396
2020-03-13 00:54:00,0.0,
2020-03-13 00:59:00,0.0,
2020-03-13 01:04:00,0.0,0.032346368514306396
2020-03-13 01:09:00,0.0,
2020-03-13 01:14:00,0.0,0.032926842837787705
2020-03-13 01:19:00,0.0,
2020-03-13 01:24:00,0.0,
2020-03-13 01:29:00,0.0,
2020-03-13 01:34:00,0.0,
2020-03-13 01:39:00,0.0,
2020-03-13 01:44:00,0.0,
2020-03-13 01:49:00,0.0,
2020-03-13 01:54:00,0.0,0.032346368514306396
2020-03-13 01:59:00,0.0,
2020-03-13 02:04:00,0.0,0.0326357381903332
2020-03-13 02:09:00,0.0,
2020-03-13 02:14:00,0.0,
2020-03-13 02:19:00,0.0,
2020-03-13 02:24:00,0.0,
2020-03-13 02:29:00,0.0,
2020-03-13 02:34:00,0.0,
2020-03-13 02:39:00,0.0,
2020-03-13 02:44:00,0.0,0.033219682723336495
2020-03-13 02:49:00,0.0,
2020-03-13 02:54:00,0.0,
2020-03-13 02:59:00,0.0,0.0326357381903332
2020-03-13 03:04:00,0.0,0.0326357381903332
2020-03-13 03:09:00,0.0,
2020-03-13 03:14:00,0.0,
2020-03-13 03:19:00,0.0,
2020-03-13 03:24:00,0.0,
2020-03-13 03:29:00,0.0,
2020-03-13 03:34:00,0.0,
2020-03-13 03:39:00,0.0,
2020-03-13 03:44:00,0.0,
2020-03-13 03:49:00,0.0,0.0320587335430405
2020-03-13 03:54:00,0.0,
2020-03-13 03:59:00,0.0,
2020-03-13 04:04:00,0.0,0.032346368514306396
2020-03-13 04:09:00,0.0,
2020-03-13 04:14:00,0.0,
2020-03-13 04:19:00,0.0,
2020-03-13 04:24:00,0.0,
2020-03-13 04:29:00,0.0,
2020-03-13 04:34:00,0.0,
2020-03-13 04:39:00,0.0,
2020-03-13 04:44:00,0.0,
2020-03-13 04:49:00,0.0,
2020-03-13 04:54:00,0.0,
2020-03-13 04:59:00,0.0,
2020-03-13 05:04:00,0.0,0.032346368514306396
2020-03-13 05:09:00,0.0,
2020-03-13 05:14:00,0.0,
2020-03-13 05:19:00,0.0,
2020-03-13 05:24:00,0.0,
2020-03-13 05:29:00,0.0,
2020-03-13 05:34:00,0.0,
2020-03-13 05:39:00,0.0,
2020-03-13 05:44:00,0.0,0.0317728330098689
2020-03-13 05:49:00,0.0,
2020-03-13 05:54:00,0.0,0.032346368514306396
2020-03-13 05:59:00,0.0,0.0317728330098689
2020-03-13 06:04:00,0.0,0.0320587335430405
2020-03-13 06:09:00,0.0,
2020-03-13 06:14:00,0.0,
2020-03-13 06:19:00,0.0,
2020-03-13 06:24:00,0.0,
2020-03-13 06:29:00,0.0,
2020-03-13 06:34:00,0.0,
2020-03-13 06:39:00,0.0,
2020-03-13 06:44:00,0.0,
2020-03-13 06:49:00,0.0,
2020-03-13 06:54:00,0.0,0.031488666648125004
2020-03-13 06:59:00,0.0,
2020-03-13 07:04:00,0.0,0.031488666648125004
2020-03-13 07:09:00,0.0,
2020-03-13 07:14:00,0.0,
2020-03-13 07:19:00,0.0,0.0320587335430405
2020-03-13 07:24:00,0.0,
2020-03-13 07:29:00,0.0,0.031488666648125004
2020-03-13 07:34:00,0.0,
2020-03-13 07:39:00,0.0,
2020-03-13 07:44:00,0.0,0.0320587335430405
2020-03-13 07:49:00,0.0,
2020-03-13 07:54:00,0.0,0.031488666648125004
2020-03-13 07:59:00,0.0,
2020-03-13 08:04:00,0.0,0.0317728330098689
2020-03-13 08:09:00,0.0,
2020-03-13 08:14:00,0.0,
2020-03-13 08:19:00,0.0,
2020-03-13 08:24:00,0.0,
2020-03-13 08:29:00,0.0,
2020-03-13 08:34:00,0.0,
2020-03-13 08:39:00,0.0,
2020-03-13 08:44:00,0.0,0.031206234191141997
2020-03-13 08:49:00,0.0,
2020-03-13 08:54:00,0.0,
2020-03-13 08:59:00,0.0,0.0317728330098689
2020-03-13 09:04:00,0.0,0.031488666648125004
2020-03-13 09:09:00,0.0,0.0309255353722534
2020-03-13 09:14:00,0.0,
2020-03-13 09:19:00,0.0,0.031488666648125004
2020-03-13 09:24:00,0.0,
2020-03-13 09:29:00,0.0,
2020-03-13 09:34:00,0.0,0.0309255353722534
2020-03-13 09:39:00,0.0,
2020-03-13 09:44:00,0.0,
2020-03-13 09:49:00,0.0,
2020-03-13 09:54:00,0.0,0.031488666648125004
2020-03-13 09:59:00,0.0,
2020-03-13 10:04:00,0.0,0.031488666648125004
2020-03-13 10:09:00,0.0,
2020-03-13 10:14:00,0.0,0.0320587335430405
2020-03-13 10:19:00,0.0,0.031206234191141997
2020-03-13 10:24:00,0.0,0.0317728330098689
2020-03-13 10:29:00,0.0,0.031206234191141997
2020-03-13 10:34:00,0.0,
2020-03-13 10:39:00,0.0,
2020-03-13 10:44:00,0.0,
2020-03-13 10:49:00,0.0,
2020-03-13 10:54:00,0.0,0.030646569924792397
2020-03-13 10:59:00,0.0,0.031488666648125004
2020-03-13 11:04:00,0.0,0.0309255353722534
2020-03-13 11:09:00,0.0,
2020-03-13 11:14:00,0.0,
2020-03-13 11:19:00,0.0,0.0317728330098689
2020-03-13 11:24:00,0.0,0.031206234191141997
2020-03-13 11:29:00,0.0,
2020-03-13 11:34:00,0.0,
2020-03-13 11:39:00,0.0,
2020-03-13 11:44:00,0.0,
