dateP,P_mm,Q_m3s
2024-03-29 03:04:00,0.5,0.17694048058442602
2024-03-29 03:09:00,0.0,0.179013810543148
2024-03-29 03:14:00,0.0,0.17694048058442602
2024-03-29 03:19:00,0.0,0.180056113832372
2024-03-29 03:24:00,0.0,0.18426286955608298
2024-03-29 03:29:00,0.5,0.18532580740737298
2024-03-29 03:34:00,0.0,0.18215198713791803
2024-03-29 03:39:00,0.0,0.18426286955608298
2024-03-29 03:44:00,0.0,0.18745730064528998
2024-03-29 03:49:00,0.0,
2024-03-29 03:54:00,0.5,0.190685413204219
2024-03-29 03:59:00,0.0,0.190685413204219
2024-03-29 04:04:00,0.5,0.194498238605897
2024-03-29 04:09:00,0.0,0.198348359258626
2024-03-29 04:14:00,0.0,0.19945797206709098
2024-03-29 04:19:00,0.5,0.206193712725956
2024-03-29 04:24:00,0.0,
2024-03-29 04:29:00,0.0,0.207329328337536
2024-03-29 04:34:00,0.5,0.220065311744799
2024-03-29 04:39:00,0.0,0.223616257736047
2024-03-29 04:44:00,0.5,0.230223748266984
2024-03-29 04:49:00,0.0,0.23815062404105
2024-03-29 04:54:00,0.0,0.243112552215654
2024-03-29 04:59:00,0.5,0.249397014461081
2024-03-29 05:04:00,0.0,0.255772414797544
2024-03-29 05:09:00,0.0,0.25321135792024296
2024-03-29 05:14:00,0.0,0.259641202399762
2024-03-29 05:19:00,0.0,0.26616158926509503
2024-03-29 05:24:07,0.5,0.260938044296067
2024-03-29 05:29:00,0.0,0.271442923078957
2024-03-29 05:34:00,0.0,
2024-03-29 05:39:00,0.0,
2024-03-29 05:44:34,0.5,0.27947300089015903
2024-03-29 05:49:00,0.0,
2024-03-29 05:54:00,0.0,0.27947300089015903
2024-03-29 05:59:00,0.0,0.27724062166611296
2024-03-29 06:04:00,0.0,0.278125663003037
2024-03-29 06:09:00,0.5,0.276783717099279
2024-03-29 06:14:00,0.0,
2024-03-29 06:19:00,0.0,0.27947300089015903
2024-03-29 06:24:00,0.0,0.276781919111982
2024-03-29 06:29:00,0.5,0.28217845073849995
