date;P_mm;Q_inf_LH;Q_ruiss_LH
2022-09-28 19:12:00;0.0;0.0;0.0
2022-09-28 19:14:00;0.0;0.0;0.0
2022-09-28 19:16:00;0.0;0.0;0.0
2022-09-28 19:18:00;0.0;0.0;0.0
2022-09-28 19:20:00;0.0;0.0;0.0
2022-09-28 19:22:00;0.0;0.0;0.0
2022-09-28 19:24:00;0.0;0.0;0.0
2022-09-28 19:26:00;0.0;0.0;0.0
2022-09-28 19:28:00;0.0;0.0;0.0
2022-09-28 19:30:00;0.0;0.0;0.0
2022-09-28 19:32:00;0.0;0.0;0.0
2022-09-28 19:34:00;0.0;0.0;0.0
2022-09-28 19:36:00;0.0;0.0;0.0
2022-09-28 19:38:00;0.0;0.0;0.0
2022-09-28 19:40:00;0.0;0.0;0.0
2022-09-28 19:42:00;0.0;0.0;0.0
2022-09-28 19:44:00;0.0;0.0;0.0
2022-09-28 19:46:00;0.0;0.0;0.0
2022-09-28 19:48:00;0.0;0.0;0.0
2022-09-28 19:50:00;0.0;0.0;0.0
2022-09-28 19:52:00;0.0;0.0;0.0
2022-09-28 19:54:00;0.0;0.0;0.0
2022-09-28 19:56:00;0.0;0.0;0.0
2022-09-28 19:58:00;0.0;0.0;0.0
2022-09-28 20:00:00;0.0;0.0;0.0
2022-09-28 20:02:00;0.0;0.0;0.0
2022-09-28 20:04:00;0.0;0.0;0.0
2022-09-28 20:06:00;0.0;0.0;0.0
2022-09-28 20:08:00;0.0;0.0;0.0
2022-09-28 20:10:00;0.0;0.0;0.0
2022-09-28 20:12:00;0.25;0.0;0.0
2022-09-28 20:14:00;0.0;0.0;0.0
2022-09-28 20:16:00;0.0;0.0;0.0
2022-09-28 20:18:00;0.0;0.0;0.0
2022-09-28 20:20:00;0.25;0.0;0.0
2022-09-28 20:22:00;0.0;0.0;0.0
2022-09-28 20:24:00;0.0;0.0;0.0
2022-09-28 20:26:00;0.0;0.0;0.0
2022-09-28 20:28:00;0.25;0.0;0.0
2022-09-28 20:30:00;0.0;0.0;0.0
2022-09-28 20:32:00;0.0;0.0;0.0
2022-09-28 20:34:00;0.0;0.0;0.0
2022-09-28 20:36:00;0.0;0.0;0.0
2022-09-28 20:38:00;0.0;0.0;0.0
2022-09-28 20:40:00;0.25;0.0;0.0
2022-09-28 20:42:00;0.0;0.0;0.0
2022-09-28 20:44:00;0.0;0.0;0.0
2022-09-28 20:46:00;0.25;0.0;0.0
2022-09-28 20:48:00;0.0;0.0;0.0
2022-09-28 20:50:00;0.25;0.0;0.0
2022-09-28 20:52:00;0.0;0.0;0.0
2022-09-28 20:54:00;0.0;0.0;0.0
2022-09-28 20:56:00;0.0;0.0;0.0
2022-09-28 20:58:00;0.0;0.0;0.0
2022-09-28 21:00:00;0.0;0.0;0.0
2022-09-28 21:02:00;0.25;0.0;0.0
2022-09-28 21:04:00;0.0;0.0;0.0
2022-09-28 21:06:00;0.0;0.0;0.0
2022-09-28 21:08:00;0.0;0.0;0.0
2022-09-28 21:10:00;0.0;0.0;0.0
2022-09-28 21:12:00;0.0;0.0;0.0
2022-09-28 21:14:00;0.0;0.0;0.0
2022-09-28 21:16:00;0.0;0.0;0.0
2022-09-28 21:18:00;0.0;0.0;0.0
2022-09-28 21:20:00;0.0;0.0;0.0
2022-09-28 21:22:00;0.0;0.0;0.0
2022-09-28 21:24:00;0.0;0.0;0.0
