date;P_mm;Q_inf_LH;Q_ruiss_LH
2022-09-25 06:38:00;0.0;0.0;0.0
2022-09-25 06:40:00;0.0;0.0;0.0
2022-09-25 06:42:00;0.0;0.0;0.0
2022-09-25 06:44:00;0.0;0.0;0.0
2022-09-25 06:46:00;0.0;0.0;0.0
2022-09-25 06:48:00;0.0;0.0;0.0
2022-09-25 06:50:00;0.0;0.0;0.0
2022-09-25 06:52:00;0.0;0.0;0.0
2022-09-25 06:54:00;0.0;0.0;0.0
2022-09-25 06:56:00;0.0;0.0;0.0
2022-09-25 06:58:00;0.0;0.0;0.0
2022-09-25 07:00:00;0.0;0.0;0.0
2022-09-25 07:02:00;0.0;0.0;0.0
2022-09-25 07:04:00;0.0;0.0;0.0
2022-09-25 07:06:00;0.0;0.0;0.0
2022-09-25 07:08:00;0.0;0.0;0.0
2022-09-25 07:10:00;0.0;0.0;0.0
2022-09-25 07:12:00;0.0;0.0;0.0
2022-09-25 07:14:00;0.0;0.0;0.0
2022-09-25 07:16:00;0.0;0.0;0.0
2022-09-25 07:18:00;0.0;0.0;0.0
2022-09-25 07:20:00;0.0;0.0;0.0
2022-09-25 07:22:00;0.0;0.0;0.0
2022-09-25 07:24:00;0.0;0.0;0.0
2022-09-25 07:26:00;0.0;0.0;0.0
2022-09-25 07:28:00;0.0;0.0;0.0
2022-09-25 07:30:00;0.0;0.0;0.0
2022-09-25 07:32:00;0.0;0.0;0.0
2022-09-25 07:34:00;0.0;0.0;0.0
2022-09-25 07:36:00;0.0;0.0;0.0
2022-09-25 07:38:00;0.25;0.0;0.0
2022-09-25 07:40:00;0.0;0.0;0.0
2022-09-25 07:42:00;0.0;0.0;0.0
2022-09-25 07:44:00;0.0;0.0;0.0
2022-09-25 07:46:00;0.0;0.0;0.0
2022-09-25 07:48:00;0.0;0.0;0.0
2022-09-25 07:50:00;0.25;0.0;0.0
2022-09-25 07:52:00;0.0;0.0;0.0
2022-09-25 07:54:00;0.25;0.0;0.0
2022-09-25 07:56:00;0.0;0.0;0.0
2022-09-25 07:58:00;0.0;0.0;0.0
2022-09-25 08:00:00;0.25;0.0;0.0
2022-09-25 08:02:00;0.0;0.0;0.0
2022-09-25 08:04:00;0.0;0.0;0.0
2022-09-25 08:06:00;0.0;0.0;0.0
2022-09-25 08:08:00;0.0;0.0;0.0
2022-09-25 08:10:00;0.25;0.0;0.0
2022-09-25 08:12:00;0.0;0.0;0.0
2022-09-25 08:14:00;0.25;0.0;0.0
2022-09-25 08:16:00;0.0;0.0;0.0
2022-09-25 08:18:00;0.0;0.0;0.0
2022-09-25 08:20:00;0.25;0.0;0.0
2022-09-25 08:22:00;0.0;0.0;0.0
2022-09-25 08:24:00;0.25;0.0;0.0
2022-09-25 08:26:00;0.0;0.0;0.0
2022-09-25 08:28:00;0.0;0.0;0.0
2022-09-25 08:30:00;0.25;0.0;0.0
2022-09-25 08:32:00;0.0;0.0;0.0
2022-09-25 08:34:00;0.25;0.0;0.0
2022-09-25 08:36:00;0.0;0.0;0.0
2022-09-25 08:38:00;0.25;0.0;0.0
2022-09-25 08:40:00;0.0;0.0;0.0
2022-09-25 08:42:00;0.0;0.0;0.0
2022-09-25 08:44:00;0.25;0.0;0.0
2022-09-25 08:46:00;0.0;0.0;0.0
2022-09-25 08:48:00;0.0;0.0;0.0
2022-09-25 08:50:00;0.25;0.0;0.0
2022-09-25 08:52:00;0.0;0.0;0.0
2022-09-25 08:54:00;0.0;0.0;0.0
2022-09-25 08:56:00;0.25;0.0;7.2
2022-09-25 08:58:00;0.0;0.0;31.2
2022-09-25 09:00:00;0.0;0.0;93.0
2022-09-25 09:02:00;0.0;0.0;111.6
2022-09-25 09:04:00;0.0;0.0;147.0
2022-09-25 09:06:00;0.0;0.0;104.75
2022-09-25 09:08:00;0.25;0.0;108.0
2022-09-25 09:10:00;0.0;0.0;102.0
2022-09-25 09:12:00;0.0;0.0;108.0
2022-09-25 09:14:00;0.0;0.0;126.6
2022-09-25 09:16:00;0.0;0.0;156.2
2022-09-25 09:18:00;0.0;0.0;205.2
2022-09-25 09:20:00;0.0;0.0;211.4
2022-09-25 09:22:00;0.0;0.0;202.6
2022-09-25 09:24:00;0.25;0.0;196.1
2022-09-25 09:26:00;0.0;0.0;207.8
2022-09-25 09:28:00;0.0;0.0;223.7
2022-09-25 09:30:00;0.0;0.0;244.9
2022-09-25 09:32:00;0.0;0.0;259.9
2022-09-25 09:34:00;0.0;0.0;273.1
2022-09-25 09:36:00;0.0;0.0;276.3
2022-09-25 09:38:00;0.0;0.0;264.8
2022-09-25 09:40:00;0.0;0.0;249.4
2022-09-25 09:42:00;0.0;0.0;244.1
2022-09-25 09:44:00;0.0;0.0;234.3
2022-09-25 09:46:00;0.0;0.0;213.5
2022-09-25 09:48:00;0.0;0.0;203.0
2022-09-25 09:50:00;0.0;0.0;203.7
2022-09-25 09:52:00;0.0;0.0;196.9
2022-09-25 09:54:00;0.0;0.0;194.0
2022-09-25 09:56:00;0.0;0.0;187.5
2022-09-25 09:58:00;0.0;0.0;184.1
2022-09-25 10:00:00;0.25;0.0;173.9
2022-09-25 10:02:00;0.0;0.0;153.0
2022-09-25 10:04:00;0.0;0.0;133.9
2022-09-25 10:06:00;0.0;0.0;110.2
2022-09-25 10:08:00;0.0;0.0;103.1
2022-09-25 10:10:00;0.0;0.0;94.7
2022-09-25 10:12:00;0.0;0.0;90.9
2022-09-25 10:14:00;0.0;0.0;89.65
2022-09-25 10:16:00;0.0;0.0;85.8
2022-09-25 10:18:00;0.0;0.0;80.4
2022-09-25 10:20:00;0.0;0.0;75.0
2022-09-25 10:22:00;0.0;0.0;71.4
2022-09-25 10:24:00;0.0;0.0;69.6
2022-09-25 10:26:00;0.0;0.0;64.2
2022-09-25 10:28:00;0.0;0.0;58.8
2022-09-25 10:30:00;0.0;0.0;55.2
2022-09-25 10:32:00;0.0;0.0;51.0
2022-09-25 10:34:00;0.0;0.0;47.4
2022-09-25 10:36:00;0.0;0.0;43.8
2022-09-25 10:38:00;0.0;0.0;40.8
2022-09-25 10:40:00;0.0;0.0;37.8
2022-09-25 10:42:00;0.0;0.0;34.8
2022-09-25 10:44:00;0.0;0.0;31.8
2022-09-25 10:46:00;0.0;0.0;30.0
2022-09-25 10:48:00;0.0;0.0;28.2
2022-09-25 10:50:00;0.0;0.0;25.8
2022-09-25 10:52:00;0.0;0.0;24.6
2022-09-25 10:54:00;0.0;0.0;22.8
2022-09-25 10:56:00;0.0;0.0;21.6
2022-09-25 10:58:00;0.0;0.0;21.0
2022-09-25 11:00:00;0.0;0.0;19.2
2022-09-25 11:02:00;0.0;0.0;17.4
2022-09-25 11:04:00;0.0;0.0;16.8
2022-09-25 11:06:00;0.0;0.0;15.6
2022-09-25 11:08:00;0.0;0.0;13.2
2022-09-25 11:10:00;0.0;0.0;12.0
2022-09-25 11:12:00;0.0;0.0;10.8
2022-09-25 11:14:00;0.0;0.0;10.2
2022-09-25 11:16:00;0.0;0.0;7.8
2022-09-25 11:18:00;0.0;0.0;6.6
2022-09-25 11:20:00;0.0;0.0;6.6
2022-09-25 11:22:00;0.0;0.0;4.8
2022-09-25 11:24:00;0.0;0.0;4.8
2022-09-25 11:26:00;0.0;0.0;3.6
2022-09-25 11:28:00;0.0;0.0;3.0
2022-09-25 11:30:00;0.0;0.0;3.0
2022-09-25 11:32:00;0.0;0.0;3.0
2022-09-25 11:34:00;0.0;0.0;3.0
2022-09-25 11:36:00;0.0;0.0;2.4
2022-09-25 11:38:00;0.0;0.0;2.4
2022-09-25 11:40:00;0.0;0.0;2.4
2022-09-25 11:42:00;0.0;0.0;1.8
2022-09-25 11:44:00;0.0;0.0;1.8
2022-09-25 11:46:00;0.0;0.0;1.2
2022-09-25 11:48:00;0.0;0.0;1.2
2022-09-25 11:50:00;0.0;0.0;1.2
2022-09-25 11:52:00;0.0;0.0;0.6
2022-09-25 11:54:00;0.0;0.0;0.6
2022-09-25 11:56:00;0.0;0.0;0.6
2022-09-25 11:58:00;0.0;0.0;0.6
2022-09-25 12:00:00;0.0;0.0;0.6
2022-09-25 12:02:00;0.0;0.0;0.0
2022-09-25 12:04:00;0.0;0.0;0.6
2022-09-25 12:06:00;0.0;0.0;0.0
2022-09-25 12:08:00;0.0;0.0;0.6
2022-09-25 12:10:00;0.0;0.0;0.0
2022-09-25 12:12:00;0.0;0.0;0.0
2022-09-25 12:14:00;0.0;0.0;0.0
2022-09-25 12:16:00;0.0;0.0;0.6
2022-09-25 12:18:00;0.0;0.0;0.0
2022-09-25 12:20:00;0.0;0.0;0.0
2022-09-25 12:22:00;0.0;0.0;0.0
2022-09-25 12:24:00;0.0;0.0;0.6
2022-09-25 12:26:00;0.0;0.0;0.0
2022-09-25 12:28:00;0.0;0.0;0.0
2022-09-25 12:30:00;0.0;0.0;0.0
2022-09-25 12:32:00;0.0;0.0;0.0
2022-09-25 12:34:00;0.0;0.0;0.6
2022-09-25 12:36:00;0.0;0.0;0.0
2022-09-25 12:38:00;0.0;0.0;0.0
2022-09-25 12:40:00;0.0;0.0;0.0
2022-09-25 12:42:00;0.0;0.0;0.0
2022-09-25 12:44:00;0.0;0.0;0.0
2022-09-25 12:46:00;0.0;0.0;0.0
2022-09-25 12:48:00;0.0;0.0;0.0
2022-09-25 12:50:00;0.0;0.0;0.6
