dateP;dateQ;P_mm;Q_ls
2021-12-07 23:49:00;2021-12-07 23:49:00;0.0;38.4637106060913
2021-12-07 23:54:00;2021-12-07 23:54:00;0.0;
2021-12-07 23:59:00;2021-12-07 23:59:00;0.0;
2021-12-08 00:04:00;2021-12-08 00:04:00;0.0;38.1413308729399
2021-12-08 00:09:00;2021-12-08 00:09:00;0.0;
2021-12-08 00:14:00;2021-12-08 00:14:00;0.0;
2021-12-08 00:19:00;2021-12-08 00:19:00;0.0;
2021-12-08 00:24:00;2021-12-08 00:24:00;0.0;
2021-12-08 00:29:00;2021-12-08 00:29:00;0.0;
2021-12-08 00:34:00;2021-12-08 00:34:00;0.0;
2021-12-08 00:39:00;2021-12-08 00:39:00;0.0;
2021-12-08 00:44:00;2021-12-08 00:44:00;0.5;
2021-12-08 00:49:00;2021-12-08 00:49:00;0.0;
2021-12-08 00:54:00;2021-12-08 00:54:00;0.0;
2021-12-08 00:59:00;2021-12-08 00:59:00;0.0;
2021-12-08 01:04:00;2021-12-08 01:04:00;0.0;38.1413308729399
2021-12-08 01:09:00;2021-12-08 01:09:00;0.0;
2021-12-08 01:14:00;2021-12-08 01:14:00;0.0;37.501790454253
2021-12-08 01:19:00;2021-12-08 01:19:00;0.0;
2021-12-08 01:24:00;2021-12-08 01:24:00;0.0;
2021-12-08 01:29:00;2021-12-08 01:29:00;0.0;
2021-12-08 01:34:00;2021-12-08 01:34:00;0.0;
2021-12-08 01:39:00;2021-12-08 01:39:00;0.0;
2021-12-08 01:44:00;2021-12-08 01:44:00;0.0;38.1413308729399
2021-12-08 01:49:00;2021-12-08 01:49:00;0.0;36.8692069879432
2021-12-08 01:54:00;2021-12-08 01:54:00;0.0;37.501790454253
2021-12-08 01:59:00;2021-12-08 01:59:00;0.0;
2021-12-08 02:04:00;2021-12-08 02:04:00;0.0;37.501790454253
2021-12-08 02:09:00;2021-12-08 02:09:00;0.0;
2021-12-08 02:14:00;2021-12-08 02:14:00;0.0;36.8692069879432
2021-12-08 02:19:00;2021-12-08 02:19:00;0.0;
2021-12-08 02:24:00;2021-12-08 02:24:00;0.0;
2021-12-08 02:29:00;2021-12-08 02:29:00;0.0;
2021-12-08 02:34:00;2021-12-08 02:34:00;0.0;
2021-12-08 02:39:00;2021-12-08 02:39:00;0.0;35.9333714075187
2021-12-08 02:44:00;2021-12-08 02:44:00;0.0;36.555523445263
2021-12-08 02:49:00;2021-12-08 02:49:00;0.0;
2021-12-08 02:54:00;2021-12-08 02:54:00;0.0;35.9333714075187
2021-12-08 02:59:00;2021-12-08 02:59:00;0.0;
2021-12-08 03:04:00;2021-12-08 03:04:00;0.0;35.9333714075187
2021-12-08 03:09:00;2021-12-08 03:09:00;0.0;
2021-12-08 03:14:00;2021-12-08 03:14:00;0.0;
2021-12-08 03:19:00;2021-12-08 03:19:00;0.0;
2021-12-08 03:24:00;2021-12-08 03:24:00;0.0;35.3181709888183
2021-12-08 03:29:00;2021-12-08 03:29:00;0.0;
2021-12-08 03:34:00;2021-12-08 03:34:00;0.0;
2021-12-08 03:39:00;2021-12-08 03:39:00;0.0;
2021-12-08 03:44:00;2021-12-08 03:44:00;0.0;34.7099200558282
2021-12-08 03:49:00;2021-12-08 03:49:00;0.0;
2021-12-08 03:54:00;2021-12-08 03:54:00;0.0;
2021-12-08 03:59:00;2021-12-08 03:59:00;0.0;
2021-12-08 04:04:00;2021-12-08 04:04:00;0.0;34.7099200558282
2021-12-08 04:09:00;2021-12-08 04:09:00;0.0;
2021-12-08 04:14:00;2021-12-08 04:14:00;0.0;
2021-12-08 04:19:00;2021-12-08 04:19:00;0.0;
