date;P_mm;Q_inf_LH;Q_ruiss_LH
2024-08-24 21:40:00;0.0;0.0;0.0
2024-08-24 21:42:00;0.0;0.0;0.0
2024-08-24 21:44:00;0.0;0.0;0.0
2024-08-24 21:46:00;0.0;0.0;0.0
2024-08-24 21:48:00;0.0;0.0;0.0
2024-08-24 21:50:00;0.0;0.0;0.0
2024-08-24 21:52:00;0.0;0.0;0.0
2024-08-24 21:54:00;0.0;0.0;0.0
2024-08-24 21:56:00;0.0;0.0;0.0
2024-08-24 21:58:00;0.0;0.0;0.0
2024-08-24 22:00:00;0.0;0.0;0.0
2024-08-24 22:02:00;0.0;0.0;0.0
2024-08-24 22:04:00;0.0;0.0;0.0
2024-08-24 22:06:00;0.0;0.0;0.0
2024-08-24 22:08:00;0.0;0.0;0.0
2024-08-24 22:10:00;0.0;0.0;0.0
2024-08-24 22:12:00;0.0;0.0;0.0
2024-08-24 22:14:00;0.0;0.0;0.0
2024-08-24 22:16:00;0.0;0.0;0.0
2024-08-24 22:18:00;0.0;0.0;0.0
2024-08-24 22:20:00;0.0;0.0;0.0
2024-08-24 22:22:00;0.0;0.0;0.0
2024-08-24 22:24:00;0.0;0.0;0.0
2024-08-24 22:26:00;0.0;0.0;0.0
2024-08-24 22:28:00;0.0;0.0;0.0
2024-08-24 22:30:00;0.0;0.0;0.0
2024-08-24 22:32:00;0.0;0.0;0.0
2024-08-24 22:34:00;0.0;0.0;0.0
2024-08-24 22:36:00;0.0;0.0;0.0
2024-08-24 22:38:00;0.0;0.0;0.0
2024-08-24 22:40:00;0.249;0.0;0.0
2024-08-24 22:42:00;0.0;0.0;0.0
2024-08-24 22:44:00;0.0;0.0;0.0
2024-08-24 22:46:00;0.249;0.0;0.0
2024-08-24 22:48:00;0.0;0.0;0.0
2024-08-24 22:50:00;0.0;0.0;0.0
2024-08-24 22:52:00;0.249;0.0;0.0
2024-08-24 22:54:00;0.0;0.0;0.0
2024-08-24 22:56:00;0.249;0.0;0.0
2024-08-24 22:58:00;0.0;0.0;54.6
2024-08-24 23:00:00;0.0;0.0;90.0
2024-08-24 23:02:00;0.0;0.0;69.0
2024-08-24 23:04:00;0.0;0.0;55.2
2024-08-24 23:06:00;0.0;0.0;40.8
2024-08-24 23:08:00;0.249;0.0;30.6
2024-08-24 23:10:00;0.499;0.0;93.0
2024-08-24 23:12:00;0.249;0.0;407.9
2024-08-24 23:14:00;1.246;0.0;629.6
2024-08-24 23:16:00;0.499;0.0;1254.0
2024-08-24 23:18:00;0.499;0.0;1655.0
2024-08-24 23:20:00;0.499;0.0;1552.0
2024-08-24 23:22:00;1.246;2.4;1427.6
2024-08-24 23:24:00;0.249;16.2;1673.8
2024-08-24 23:26:00;0.249;42.0;1719.0
2024-08-24 23:28:00;0.499;73.8;1472.2
2024-08-24 23:30:00;0.0;231.6;1119.4
2024-08-24 23:32:00;0.249;467.0;670.0
2024-08-24 23:34:00;0.0;521.9;368.1
2024-08-24 23:36:00;0.249;486.8;0.0
2024-08-24 23:38:00;1.745;424.7;0.0
2024-08-24 23:40:00;1.745;456.6;873.4
2024-08-24 23:42:00;0.997;821.0;1044.0
2024-08-24 23:44:00;0.499;1271.0;623.0
2024-08-24 23:46:00;0.499;1474.0;421.0
2024-08-24 23:48:00;0.499;1546.0;344.0
2024-08-24 23:50:00;0.0;1563.0;317.0
2024-08-24 23:52:00;0.0;1542.0;312.0
2024-08-24 23:54:00;0.0;1500.0;131.0
2024-08-24 23:56:00;0.249;1412.0;0.0
2024-08-24 23:58:00;0.249;902.0;0.0
2024-08-25 00:00:00;0.0;640.3;0.0
2024-08-25 00:02:00;0.0;485.5;0.0
2024-08-25 00:04:00;0.0;396.8;0.0
2024-08-25 00:06:00;0.0;339.1;0.0
2024-08-25 00:08:00;0.0;300.8;0.0
2024-08-25 00:10:00;0.0;270.0;0.0
2024-08-25 00:12:00;0.0;245.9;0.0
2024-08-25 00:14:00;0.0;225.1;0.0
2024-08-25 00:16:00;0.0;206.1;0.0
2024-08-25 00:18:00;0.0;189.7;0.0
2024-08-25 00:20:00;0.0;175.8;0.0
2024-08-25 00:22:00;0.0;162.1;0.0
2024-08-25 00:24:00;0.0;150.4;0.0
2024-08-25 00:26:00;0.0;140.3;0.0
2024-08-25 00:28:00;0.0;130.0;0.0
2024-08-25 00:30:00;0.0;122.5;0.0
2024-08-25 00:32:00;0.0;114.9;0.0
2024-08-25 00:34:00;0.0;109.2;0.0
2024-08-25 00:36:00;0.249;103.5;0.0
2024-08-25 00:38:00;0.0;97.0;0.0
2024-08-25 00:40:00;0.0;92.8;0.0
2024-08-25 00:42:00;0.0;84.6;0.0
2024-08-25 00:44:00;0.0;80.4;0.0
2024-08-25 00:46:00;0.0;78.0;0.0
2024-08-25 00:48:00;0.0;74.4;0.0
2024-08-25 00:50:00;0.0;71.4;0.0
2024-08-25 00:52:00;0.0;69.0;0.0
2024-08-25 00:54:00;0.0;66.6;0.0
2024-08-25 00:56:00;0.0;64.8;0.0
2024-08-25 00:58:00;0.0;63.0;0.0
2024-08-25 01:00:00;0.0;60.0;0.0
2024-08-25 01:02:00;0.0;59.4;0.0
2024-08-25 01:04:00;0.0;57.0;0.0
2024-08-25 01:06:00;0.0;55.8;0.0
2024-08-25 01:08:00;0.0;54.6;0.0
2024-08-25 01:10:00;0.0;52.8;0.0
2024-08-25 01:12:00;0.0;51.6;0.0
2024-08-25 01:14:00;0.0;49.8;0.0
2024-08-25 01:16:00;0.0;48.6;0.0
2024-08-25 01:18:00;0.0;47.4;0.0
2024-08-25 01:20:00;0.0;46.8;0.0
2024-08-25 01:22:00;0.0;45.0;0.0
2024-08-25 01:24:00;0.249;45.0;0.0
2024-08-25 01:26:00;0.0;43.2;0.0
2024-08-25 01:28:00;0.0;43.2;0.0
2024-08-25 01:30:00;0.0;42.0;0.0
2024-08-25 01:32:00;0.0;41.4;0.0
2024-08-25 01:34:00;0.0;40.2;0.0
2024-08-25 01:36:00;0.0;40.2;0.0
2024-08-25 01:38:00;0.0;38.4;0.0
2024-08-25 01:40:00;0.0;37.8;0.0
2024-08-25 01:42:00;0.0;37.2;0.0
2024-08-25 01:44:00;0.0;36.6;0.0
2024-08-25 01:46:00;0.0;36.0;0.0
2024-08-25 01:48:00;0.0;35.4;0.0
2024-08-25 01:50:00;0.0;34.2;0.0
2024-08-25 01:52:00;0.0;34.2;0.0
2024-08-25 01:54:00;0.0;34.2;0.0
2024-08-25 01:56:00;0.0;33.0;0.0
2024-08-25 01:58:00;0.0;33.0;0.0
2024-08-25 02:00:00;0.0;32.4;0.0
2024-08-25 02:02:00;0.0;32.4;0.0
2024-08-25 02:04:00;0.0;31.2;0.0
2024-08-25 02:06:00;0.0;31.2;0.0
2024-08-25 02:08:00;0.0;30.0;0.0
2024-08-25 02:10:00;0.0;30.0;0.0
2024-08-25 02:12:00;0.0;30.0;0.0
2024-08-25 02:14:00;0.0;30.0;0.0
2024-08-25 02:16:00;0.0;29.4;0.0
2024-08-25 02:18:00;0.0;28.8;0.0
2024-08-25 02:20:00;0.0;28.8;0.0
2024-08-25 02:22:00;0.0;28.8;0.0
2024-08-25 02:24:00;0.0;27.6;0.0
2024-08-25 02:26:00;0.0;28.2;0.0
2024-08-25 02:28:00;0.0;27.0;0.0
2024-08-25 02:30:00;0.0;27.0;0.0
2024-08-25 02:32:00;0.0;27.0;0.0
2024-08-25 02:34:00;0.0;27.0;0.0
2024-08-25 02:36:00;0.0;25.8;0.0
2024-08-25 02:38:00;0.0;26.4;0.0
2024-08-25 02:40:00;0.0;25.8;0.0
2024-08-25 02:42:00;0.0;25.2;0.0
2024-08-25 02:44:00;0.0;25.2;0.0
2024-08-25 02:46:00;0.0;25.2;0.0
2024-08-25 02:48:00;0.0;24.6;0.0
2024-08-25 02:50:00;0.0;24.6;0.0
