date;P_mm;Q_inf_LH;Q_ruiss_LH
2024-05-14 08:44:00;0.0;0.0;0.0
2024-05-14 08:46:00;0.0;0.0;0.0
2024-05-14 08:48:00;0.0;0.0;0.0
2024-05-14 08:50:00;0.0;0.0;0.0
2024-05-14 08:52:00;0.0;0.0;0.0
2024-05-14 08:54:00;0.0;0.0;0.0
2024-05-14 08:56:00;0.0;0.0;0.0
2024-05-14 08:58:00;0.0;0.0;0.0
2024-05-14 09:00:00;0.0;0.0;0.0
2024-05-14 09:02:00;0.0;0.0;0.0
2024-05-14 09:04:00;0.0;0.0;0.0
2024-05-14 09:06:00;0.0;0.0;0.0
2024-05-14 09:08:00;0.0;0.0;0.0
2024-05-14 09:10:00;0.0;0.0;0.0
2024-05-14 09:12:00;0.0;0.0;0.6
2024-05-14 09:14:00;0.0;0.0;0.0
2024-05-14 09:16:00;0.0;0.0;0.0
2024-05-14 09:18:00;0.0;0.0;0.0
2024-05-14 09:20:00;0.0;0.0;0.0
2024-05-14 09:22:00;0.0;0.0;0.0
2024-05-14 09:24:00;0.0;0.0;0.0
2024-05-14 09:26:00;0.0;0.0;0.0
2024-05-14 09:28:00;0.0;0.0;0.0
2024-05-14 09:30:00;0.0;0.0;0.0
2024-05-14 09:32:00;0.0;0.0;0.0
2024-05-14 09:34:00;0.0;0.0;0.0
2024-05-14 09:36:00;0.0;0.0;0.0
2024-05-14 09:38:00;0.0;0.0;0.0
2024-05-14 09:40:00;0.0;0.0;0.0
2024-05-14 09:42:00;0.0;0.0;0.0
2024-05-14 09:44:00;0.249;0.0;0.0
2024-05-14 09:46:00;0.0;0.0;0.0
2024-05-14 09:48:00;0.249;1.2;0.0
2024-05-14 09:50:00;0.0;9.0;0.0
2024-05-14 09:52:00;0.249;12.6;0.0
2024-05-14 09:54:00;0.0;18.0;0.0
2024-05-14 09:56:00;0.249;18.6;16.2
2024-05-14 09:58:00;0.0;15.6;84.0
2024-05-14 10:00:00;0.0;15.0;118.6
2024-05-14 10:02:00;0.0;14.4;99.3
2024-05-14 10:04:00;0.0;12.6;60.6
2024-05-14 10:06:00;0.0;10.2;44.4
2024-05-14 10:08:00;0.0;9.0;31.2
2024-05-14 10:10:00;0.0;7.2;24.6
2024-05-14 10:12:00;0.0;6.6;19.2
2024-05-14 10:14:00;0.0;6.0;14.4
2024-05-14 10:16:00;0.0;4.8;11.4
2024-05-14 10:18:00;0.0;4.8;8.4
2024-05-14 10:20:00;0.0;4.2;5.4
2024-05-14 10:22:00;0.0;4.2;4.2
2024-05-14 10:24:00;0.249;3.6;2.4
2024-05-14 10:26:00;0.0;3.6;1.8
2024-05-14 10:28:00;0.0;3.0;1.2
2024-05-14 10:30:00;0.0;3.6;0.0
2024-05-14 10:32:00;0.0;3.0;0.0
2024-05-14 10:34:00;0.0;3.0;0.0
2024-05-14 10:36:00;0.0;3.6;0.0
2024-05-14 10:38:00;0.0;4.2;0.0
2024-05-14 10:40:00;0.0;4.8;0.0
2024-05-14 10:42:00;0.0;6.6;0.0
2024-05-14 10:44:00;0.249;9.0;0.0
2024-05-14 10:46:00;0.0;10.2;0.0
2024-05-14 10:48:00;0.249;12.6;10.2
2024-05-14 10:50:00;0.0;13.8;30.0
2024-05-14 10:52:00;0.0;12.0;50.4
2024-05-14 10:54:00;0.0;11.4;66.0
2024-05-14 10:56:00;0.249;10.8;76.2
2024-05-14 10:58:00;0.0;13.8;79.2
2024-05-14 11:00:00;0.249;15.6;118.7
2024-05-14 11:02:00;0.0;17.4;149.2
2024-05-14 11:04:00;0.249;21.6;198.5
2024-05-14 11:06:00;0.0;22.2;236.4
2024-05-14 11:08:00;0.0;17.4;220.2
2024-05-14 11:10:00;0.0;13.8;171.0
2024-05-14 11:12:00;0.249;11.4;136.2
2024-05-14 11:14:00;0.0;12.0;134.1
2024-05-14 11:16:00;0.249;17.4;153.3
2024-05-14 11:18:00;0.0;18.0;172.9
2024-05-14 11:20:00;0.0;15.6;174.5
2024-05-14 11:22:00;0.0;13.8;157.6
2024-05-14 11:24:00;0.249;10.8;133.5
2024-05-14 11:26:00;0.0;9.6;107.4
2024-05-14 11:28:00;0.0;7.8;87.2
2024-05-14 11:30:00;0.0;7.2;60.0
2024-05-14 11:32:00;0.0;6.6;50.4
2024-05-14 11:34:00;0.0;6.6;40.2
2024-05-14 11:36:00;0.0;6.0;33.6
2024-05-14 11:38:00;0.0;5.4;32.4
2024-05-14 11:40:00;0.0;5.4;32.4
2024-05-14 11:42:00;0.249;6.6;30.0
2024-05-14 11:44:00;0.0;7.2;25.2
2024-05-14 11:46:00;0.0;6.6;19.8
2024-05-14 11:48:00;0.0;5.4;17.4
2024-05-14 11:50:00;0.0;5.4;15.0
2024-05-14 11:52:00;0.0;4.8;18.0
2024-05-14 11:54:00;0.0;6.0;16.8
2024-05-14 11:56:00;0.249;7.2;21.0
2024-05-14 11:58:00;0.0;10.2;27.6
2024-05-14 12:00:00;0.0;13.2;34.2
2024-05-14 12:02:00;0.0;12.0;45.0
2024-05-14 12:04:00;0.0;12.6;54.0
2024-05-14 12:06:00;0.249;13.2;64.8
2024-05-14 12:08:00;0.0;13.8;76.2
2024-05-14 12:10:00;0.0;13.2;79.2
2024-05-14 12:12:00;0.0;12.0;76.8
2024-05-14 12:14:00;0.249;10.2;67.8
2024-05-14 12:16:00;0.0;9.0;59.4
2024-05-14 12:18:00;0.0;8.4;52.8
2024-05-14 12:20:00;0.0;8.4;43.2
2024-05-14 12:22:00;0.0;7.8;34.8
2024-05-14 12:24:00;0.0;6.6;30.6
2024-05-14 12:26:00;0.0;6.6;28.2
2024-05-14 12:28:00;0.0;6.6;25.8
2024-05-14 12:30:00;0.0;7.2;20.4
2024-05-14 12:32:00;0.0;6.6;16.2
2024-05-14 12:34:00;0.0;6.0;13.8
2024-05-14 12:36:00;0.0;6.0;10.2
2024-05-14 12:38:00;0.0;5.4;7.8
2024-05-14 12:40:00;0.0;4.8;5.4
2024-05-14 12:42:00;0.0;5.4;3.0
2024-05-14 12:44:00;0.0;4.8;1.8
2024-05-14 12:46:00;0.0;4.2;1.2
2024-05-14 12:48:00;0.0;4.8;0.0
2024-05-14 12:50:00;0.0;4.2;0.0
2024-05-14 12:52:00;0.0;4.8;0.0
2024-05-14 12:54:00;0.249;4.2;0.0
2024-05-14 12:56:00;0.0;4.2;0.0
2024-05-14 12:58:00;0.0;4.8;0.0
2024-05-14 13:00:00;0.0;6.6;0.0
2024-05-14 13:02:00;0.0;7.8;0.0
2024-05-14 13:04:00;0.0;7.8;0.0
2024-05-14 13:06:00;0.0;9.0;0.0
2024-05-14 13:08:00;0.0;9.0;0.0
2024-05-14 13:10:00;0.0;9.0;0.0
2024-05-14 13:12:00;0.0;9.6;0.0
2024-05-14 13:14:00;0.0;9.0;0.0
2024-05-14 13:16:00;0.0;9.6;0.0
2024-05-14 13:18:00;0.0;9.6;0.0
2024-05-14 13:20:00;0.0;10.2;0.0
2024-05-14 13:22:00;0.0;9.6;0.0
2024-05-14 13:24:00;0.0;10.2;0.0
2024-05-14 13:26:00;0.0;10.2;0.0
2024-05-14 13:28:00;0.0;10.2;0.0
2024-05-14 13:30:00;0.0;9.6;0.0
2024-05-14 13:32:00;0.0;10.2;0.0
2024-05-14 13:34:00;0.0;10.2;0.0
2024-05-14 13:36:00;0.0;9.6;0.0
2024-05-14 13:38:00;0.0;10.2;0.0
2024-05-14 13:40:00;0.0;10.2;0.0
2024-05-14 13:42:00;0.0;10.2;0.0
2024-05-14 13:44:00;0.0;10.2;0.0
2024-05-14 13:46:00;0.0;10.2;0.0
2024-05-14 13:48:00;0.0;10.8;0.0
2024-05-14 13:50:00;0.0;10.8;0.0
2024-05-14 13:52:00;0.0;10.8;0.0
2024-05-14 13:54:00;0.0;10.8;0.0
2024-05-14 13:56:00;0.0;10.8;0.0
2024-05-14 13:58:00;0.0;11.4;0.0
2024-05-14 14:00:00;0.0;10.8;0.0
2024-05-14 14:02:00;0.0;10.8;0.0
2024-05-14 14:04:00;0.249;11.4;0.0
2024-05-14 14:06:00;0.0;11.4;0.0
2024-05-14 14:08:00;0.249;11.4;0.0
2024-05-14 14:10:00;0.0;11.4;0.0
2024-05-14 14:12:00;0.0;10.8;3.6
2024-05-14 14:14:00;0.0;10.8;22.2
2024-05-14 14:16:00;0.0;10.8;39.6
2024-05-14 14:18:00;0.0;10.8;45.0
2024-05-14 14:20:00;0.0;10.8;44.4
2024-05-14 14:22:00;0.0;10.8;31.8
2024-05-14 14:24:00;0.0;10.8;24.0
2024-05-14 14:26:00;0.249;10.8;16.8
2024-05-14 14:28:00;0.0;10.8;11.4
2024-05-14 14:30:00;0.0;10.8;7.2
2024-05-14 14:32:00;0.0;11.4;3.6
2024-05-14 14:34:00;0.0;11.4;0.6
2024-05-14 14:36:00;0.0;11.4;0.0
2024-05-14 14:38:00;0.0;11.4;0.0
2024-05-14 14:40:00;0.0;12.0;0.0
2024-05-14 14:42:00;0.0;12.6;0.0
2024-05-14 14:44:00;0.0;12.0;0.0
2024-05-14 14:46:00;0.0;13.2;0.0
2024-05-14 14:48:00;0.0;12.6;0.0
2024-05-14 14:50:00;0.0;13.8;0.0
2024-05-14 14:52:00;0.0;13.2;0.0
2024-05-14 14:54:00;0.0;13.8;0.0
2024-05-14 14:56:00;0.0;14.4;0.0
2024-05-14 14:58:00;0.0;14.4;0.0
2024-05-14 15:00:00;0.249;15.0;0.0
2024-05-14 15:02:00;0.0;15.0;0.0
2024-05-14 15:04:00;0.0;15.0;0.0
2024-05-14 15:06:00;0.0;15.6;0.0
2024-05-14 15:08:00;0.249;15.6;7.2
2024-05-14 15:10:00;0.0;15.6;40.2
