date;P_mm;Q_inf_LH;Q_ruiss_LH
2024-09-03 19:30:00;0.0;0.0;0.0
2024-09-03 19:32:00;0.0;0.0;0.0
2024-09-03 19:34:00;0.0;0.0;0.0
2024-09-03 19:36:00;0.0;0.0;0.0
2024-09-03 19:38:00;0.0;0.0;0.0
2024-09-03 19:40:00;0.0;0.0;0.0
2024-09-03 19:42:00;0.0;0.0;0.0
2024-09-03 19:44:00;0.0;0.0;0.0
2024-09-03 19:46:00;0.0;0.0;0.0
2024-09-03 19:48:00;0.0;0.0;0.0
2024-09-03 19:50:00;0.0;0.0;0.0
2024-09-03 19:52:00;0.0;0.0;0.0
2024-09-03 19:54:00;0.0;0.0;0.0
2024-09-03 19:56:00;0.0;0.0;0.0
2024-09-03 19:58:00;0.0;0.0;0.0
2024-09-03 20:00:00;0.0;0.0;0.0
2024-09-03 20:02:00;0.0;0.0;0.0
2024-09-03 20:04:00;0.0;0.0;0.0
2024-09-03 20:06:00;0.0;0.0;0.0
2024-09-03 20:08:00;0.0;0.0;0.0
2024-09-03 20:10:00;0.0;0.0;0.0
2024-09-03 20:12:00;0.0;0.0;0.0
2024-09-03 20:14:00;0.0;0.0;0.0
2024-09-03 20:16:00;0.0;0.0;0.0
2024-09-03 20:18:00;0.0;0.0;0.0
2024-09-03 20:20:00;0.0;0.0;0.0
2024-09-03 20:22:00;0.0;0.0;0.0
2024-09-03 20:24:00;0.0;0.0;0.0
2024-09-03 20:26:00;0.0;0.0;0.0
2024-09-03 20:28:00;0.0;0.0;0.0
2024-09-03 20:30:00;0.499;0.0;0.0
2024-09-03 20:32:00;0.0;0.0;0.0
2024-09-03 20:34:00;0.0;0.0;0.0
2024-09-03 20:36:00;0.249;0.0;0.0
2024-09-03 20:38:00;0.249;0.0;34.8
2024-09-03 20:40:00;0.249;0.0;196.8
2024-09-03 20:42:00;0.0;0.0;373.6
2024-09-03 20:44:00;0.0;0.0;325.3
2024-09-03 20:46:00;0.0;0.0;193.8
2024-09-03 20:48:00;0.0;0.0;117.5
2024-09-03 20:50:00;0.0;0.0;66.0
2024-09-03 20:52:00;0.0;0.0;44.4
2024-09-03 20:54:00;0.0;0.0;32.4
2024-09-03 20:56:00;0.0;0.0;23.4
2024-09-03 20:58:00;0.0;0.0;16.8
2024-09-03 21:00:00;0.0;0.0;13.2
2024-09-03 21:02:00;0.0;0.0;9.6
2024-09-03 21:04:00;0.0;0.0;6.0
2024-09-03 21:06:00;0.0;0.0;4.2
2024-09-03 21:08:00;0.0;0.0;3.6
2024-09-03 21:10:00;0.0;0.0;3.0
2024-09-03 21:12:00;0.0;0.0;2.4
2024-09-03 21:14:00;0.0;0.0;1.8
2024-09-03 21:16:00;0.0;0.0;1.2
2024-09-03 21:18:00;0.0;0.0;1.2
2024-09-03 21:20:00;0.0;0.0;1.2
2024-09-03 21:22:00;0.0;0.0;1.2
2024-09-03 21:24:00;0.0;0.0;1.2
2024-09-03 21:26:00;0.0;0.0;0.6
2024-09-03 21:28:00;0.0;0.0;0.6
2024-09-03 21:30:00;0.0;0.0;0.6
2024-09-03 21:32:00;0.0;0.0;0.0
2024-09-03 21:34:00;0.0;0.0;0.6
2024-09-03 21:36:00;0.0;0.0;0.6
2024-09-03 21:38:00;0.0;0.0;0.0
2024-09-03 21:40:00;0.0;0.0;0.6
2024-09-03 21:42:00;0.0;0.0;0.0
2024-09-03 21:44:00;0.0;0.0;0.6
2024-09-03 21:46:00;0.0;0.0;0.0
2024-09-03 21:48:00;0.0;0.0;0.0
2024-09-03 21:50:00;0.0;0.0;0.0
2024-09-03 21:52:00;0.0;0.0;0.0
2024-09-03 21:54:00;0.0;0.0;0.6
2024-09-03 21:56:00;0.0;0.0;0.0
2024-09-03 21:58:00;0.0;0.0;0.0
2024-09-03 22:00:00;0.0;0.0;0.0
2024-09-03 22:02:00;0.0;0.0;0.0
2024-09-03 22:04:00;0.0;0.0;0.0
2024-09-03 22:06:00;0.0;0.0;0.0
2024-09-03 22:08:00;0.0;0.0;0.0
2024-09-03 22:10:00;0.0;0.0;0.6
2024-09-03 22:12:00;0.0;0.0;0.0
2024-09-03 22:14:00;0.0;0.0;0.0
2024-09-03 22:16:00;0.0;0.0;0.0
2024-09-03 22:18:00;0.0;0.0;0.0
2024-09-03 22:20:00;0.0;0.0;0.0
2024-09-03 22:22:00;0.0;0.0;0.0
2024-09-03 22:24:00;0.0;0.0;0.0
