dateP;dateQ;P_mm;Q_ls
2023-10-25 16:54:00;2023-10-25 16:54:00;0.0;218.88903045955
2023-10-25 16:59:00;2023-10-25 16:59:00;0.0;213.062968405738
2023-10-25 17:04:00;2023-10-25 17:04:00;0.0;210.758407890501
2023-10-25 17:09:00;2023-10-25 17:09:00;0.0;215.382316438672
2023-10-25 17:14:00;2023-10-25 17:14:00;0.0;210.758407890501
2023-10-25 17:19:00;2023-10-25 17:19:00;0.0;
2023-10-25 17:24:00;2023-10-25 17:24:00;0.0;
2023-10-25 17:29:00;2023-10-25 17:29:00;0.0;
2023-10-25 17:34:00;2023-10-25 17:34:00;0.0;205.061805864957
2023-10-25 17:39:00;2023-10-25 17:39:00;0.0;
2023-10-25 17:44:00;2023-10-25 17:44:00;0.0;
2023-10-25 17:49:00;2023-10-25 17:49:00;0.0;201.688357570707
2023-10-25 17:54:00;2023-10-25 17:54:00;0.0;
2023-10-25 17:59:00;2023-10-25 17:59:00;0.0;198.348359258626
2023-10-25 18:04:00;2023-10-25 18:04:00;0.0;193.947153812666
2023-10-25 18:09:00;2023-10-25 18:09:00;0.0;196.140303421014
2023-10-25 18:14:00;2023-10-25 18:14:00;0.0;192.85617379078
2023-10-25 18:19:00;2023-10-25 18:19:00;0.0;189.605636596595
2023-10-25 18:24:00;2023-10-25 18:24:00;0.0;192.85617379078
2023-10-25 18:29:09;2023-10-25 18:29:00;0.5;189.605636596595
2023-10-25 18:34:00;2023-10-25 18:34:00;0.0;183.205553197186
2023-10-25 18:39:00;2023-10-25 18:39:00;0.0;
2023-10-25 18:44:00;2023-10-25 18:44:00;0.0;186.388745258662
2023-10-25 18:49:00;2023-10-25 18:49:00;0.0;182.151987137918
2023-10-25 18:54:00;2023-10-25 18:54:00;0.0;180.056113832372
2023-10-25 18:59:00;2023-10-25 18:59:00;0.0;185.323934236084
2023-10-25 19:04:00;2023-10-25 19:04:00;0.0;179.013810543148
2023-10-25 19:09:00;2023-10-25 19:09:00;0.0;181.102173356804
2023-10-25 19:14:00;2023-10-25 19:14:00;0.0;
2023-10-25 19:19:00;2023-10-25 19:19:00;0.0;176.940480584426
