dateP;dateQ;P_mm;Q_ls
2020-04-22 02:39:00;2020-04-22 02:39:00;0.0;13.2660344058117
2020-04-22 02:44:00;2020-04-22 02:44:00;0.0;
2020-04-22 02:49:00;2020-04-22 02:49:00;0.0;
2020-04-22 02:54:00;2020-04-22 02:54:00;0.0;
2020-04-22 02:59:00;2020-04-22 02:59:00;0.0;
2020-04-22 03:04:00;2020-04-22 03:04:00;0.5;13.0994009820956
2020-04-22 03:09:00;2020-04-22 03:09:00;0.0;
2020-04-22 03:14:00;2020-04-22 03:14:00;0.0;
2020-04-22 03:19:00;2020-04-22 03:19:00;0.0;
2020-04-22 03:24:00;2020-04-22 03:24:00;0.0;
2020-04-22 03:29:00;2020-04-22 03:29:00;0.0;
2020-04-22 03:34:00;2020-04-22 03:34:00;0.0;
2020-04-22 03:39:00;2020-04-22 03:39:00;0.0;
2020-04-22 03:44:00;2020-04-22 03:44:00;0.0;12.7703697533576
2020-04-22 03:49:00;2020-04-22 03:49:00;0.0;
2020-04-22 03:54:00;2020-04-22 03:54:00;0.0;
2020-04-22 03:59:00;2020-04-22 03:59:00;0.0;
2020-04-22 04:04:00;2020-04-22 04:04:00;0.0;12.6079604518047
2020-04-22 04:09:00;2020-04-22 04:09:00;0.0;
2020-04-22 04:14:00;2020-04-22 04:14:00;0.0;
2020-04-22 04:19:00;2020-04-22 04:19:00;0.0;
2020-04-22 04:24:00;2020-04-22 04:24:00;0.0;
2020-04-22 04:29:00;2020-04-22 04:29:00;0.0;
2020-04-22 04:34:00;2020-04-22 04:34:00;0.0;
2020-04-22 04:39:00;2020-04-22 04:39:00;0.0;
2020-04-22 04:44:00;2020-04-22 04:44:00;0.0;
2020-04-22 04:49:00;2020-04-22 04:49:00;0.0;12.287325733004
2020-04-22 04:54:00;2020-04-22 04:54:00;0.0;
2020-04-22 04:59:00;2020-04-22 04:59:00;0.0;
2020-04-22 05:04:00;2020-04-22 05:04:00;0.0;12.1290888192253
2020-04-22 05:09:00;2020-04-22 05:09:00;0.0;
2020-04-22 05:14:00;2020-04-22 05:14:00;0.0;
2020-04-22 05:19:00;2020-04-22 05:19:00;0.0;
2020-04-22 05:24:00;2020-04-22 05:24:00;0.0;
2020-04-22 05:29:00;2020-04-22 05:29:00;0.0;
2020-04-22 05:34:00;2020-04-22 05:34:00;0.0;
2020-04-22 05:39:00;2020-04-22 05:39:00;0.0;
2020-04-22 05:44:00;2020-04-22 05:44:00;0.0;
2020-04-22 05:49:00;2020-04-22 05:49:00;0.0;
2020-04-22 05:54:00;2020-04-22 05:54:00;0.0;
2020-04-22 05:59:00;2020-04-22 05:59:00;0.0;11.8167471415839
2020-04-22 06:04:00;2020-04-22 06:04:00;0.0;11.8167471415839
2020-04-22 06:09:00;2020-04-22 06:09:00;0.0;
2020-04-22 06:14:00;2020-04-22 06:14:00;0.0;
2020-04-22 06:19:00;2020-04-22 06:19:00;0.0;
2020-04-22 06:24:00;2020-04-22 06:24:00;0.0;
2020-04-22 06:29:00;2020-04-22 06:29:00;0.0;
2020-04-22 06:34:00;2020-04-22 06:34:00;0.0;
2020-04-22 06:39:00;2020-04-22 06:39:00;0.0;11.5098766753941
2020-04-22 06:44:00;2020-04-22 06:44:00;0.0;
2020-04-22 06:49:00;2020-04-22 06:49:00;0.0;
2020-04-22 06:54:00;2020-04-22 06:54:00;0.0;
2020-04-22 06:59:00;2020-04-22 06:59:00;0.0;
2020-04-22 07:04:00;2020-04-22 07:04:00;0.0;11.5098766753941
2020-04-22 07:09:00;2020-04-22 07:09:00;0.0;
2020-04-22 07:14:00;2020-04-22 07:14:00;0.0;
2020-04-22 07:19:00;2020-04-22 07:19:00;0.0;11.2084314345323
2020-04-22 07:24:00;2020-04-22 07:24:00;0.0;
2020-04-22 07:29:00;2020-04-22 07:29:00;0.0;
2020-04-22 07:34:00;2020-04-22 07:34:00;0.0;
2020-04-22 07:39:00;2020-04-22 07:39:00;0.0;
2020-04-22 07:44:00;2020-04-22 07:44:00;0.0;
2020-04-22 07:49:00;2020-04-22 07:49:00;0.0;
2020-04-22 07:54:00;2020-04-22 07:54:00;0.0;
2020-04-22 07:59:00;2020-04-22 07:59:00;0.0;10.912365432875
2020-04-22 08:04:00;2020-04-22 08:04:00;0.0;10.912365432875
2020-04-22 08:09:00;2020-04-22 08:09:00;0.0;
2020-04-22 08:14:00;2020-04-22 08:14:00;0.0;
2020-04-22 08:19:00;2020-04-22 08:19:00;0.0;
2020-04-22 08:24:00;2020-04-22 08:24:00;0.0;
2020-04-22 08:29:00;2020-04-22 08:29:00;0.0;
2020-04-22 08:34:00;2020-04-22 08:34:00;0.0;10.6216326842985
2020-04-22 08:39:00;2020-04-22 08:39:00;0.5;
2020-04-22 08:44:00;2020-04-22 08:44:00;0.0;
2020-04-22 08:49:00;2020-04-22 08:49:00;0.0;
2020-04-22 08:54:00;2020-04-22 08:54:00;0.0;
2020-04-22 08:59:00;2020-04-22 08:59:00;0.0;
2020-04-22 09:04:00;2020-04-22 09:04:00;0.0;10.6216326842985
2020-04-22 09:09:00;2020-04-22 09:09:00;0.0;
2020-04-22 09:14:00;2020-04-22 09:14:00;0.0;
2020-04-22 09:19:00;2020-04-22 09:19:00;0.0;
2020-04-22 09:24:00;2020-04-22 09:24:00;0.0;
2020-04-22 09:29:00;2020-04-22 09:29:00;0.0;
2020-04-22 09:34:00;2020-04-22 09:34:00;0.0;10.3361872026791
2020-04-22 09:39:00;2020-04-22 09:39:00;0.0;
2020-04-22 09:44:00;2020-04-22 09:44:00;0.0;
2020-04-22 09:49:00;2020-04-22 09:49:00;0.0;
2020-04-22 09:54:00;2020-04-22 09:54:00;0.0;
2020-04-22 09:59:00;2020-04-22 09:59:00;0.0;
2020-04-22 10:04:00;2020-04-22 10:04:00;0.0;10.3361872026791
2020-04-22 10:09:00;2020-04-22 10:09:00;0.0;
2020-04-22 10:14:00;2020-04-22 10:14:00;0.0;
2020-04-22 10:19:00;2020-04-22 10:19:00;0.0;
2020-04-22 10:24:00;2020-04-22 10:24:00;0.0;
2020-04-22 10:29:00;2020-04-22 10:29:00;0.0;
2020-04-22 10:34:00;2020-04-22 10:34:00;0.0;
2020-04-22 10:39:00;2020-04-22 10:39:00;0.0;
2020-04-22 10:44:00;2020-04-22 10:44:00;0.0;
2020-04-22 10:49:00;2020-04-22 10:49:00;0.0;
2020-04-22 10:54:00;2020-04-22 10:54:00;0.0;
2020-04-22 10:59:00;2020-04-22 10:59:00;0.0;
2020-04-22 11:04:00;2020-04-22 11:04:00;0.0;10.1954328163148
2020-04-22 11:09:00;2020-04-22 11:09:00;0.0;
2020-04-22 11:14:00;2020-04-22 11:14:00;0.0;
2020-04-22 11:19:00;2020-04-22 11:19:00;0.0;
2020-04-22 11:24:00;2020-04-22 11:24:00;0.0;
2020-04-22 11:29:00;2020-04-22 11:29:00;0.0;
2020-04-22 11:34:00;2020-04-22 11:34:00;0.0;
2020-04-22 11:39:00;2020-04-22 11:39:00;0.0;
2020-04-22 11:44:00;2020-04-22 11:44:00;0.0;
2020-04-22 11:49:00;2020-04-22 11:49:00;0.0;
2020-04-22 11:54:00;2020-04-22 11:54:00;0.0;
2020-04-22 11:59:00;2020-04-22 11:59:00;0.0;
2020-04-22 12:04:00;2020-04-22 12:04:00;0.0;10.1954328163148
2020-04-22 12:09:00;2020-04-22 12:09:00;0.0;
2020-04-22 12:14:00;2020-04-22 12:14:00;0.0;
2020-04-22 12:19:00;2020-04-22 12:19:00;0.0;
2020-04-22 12:24:00;2020-04-22 12:24:00;0.0;
2020-04-22 12:29:00;2020-04-22 12:29:00;0.0;
2020-04-22 12:34:00;2020-04-22 12:34:00;0.0;
2020-04-22 12:39:00;2020-04-22 12:39:00;0.0;
2020-04-22 12:44:00;2020-04-22 12:44:00;0.0;9.91783201114939
2020-04-22 12:49:00;2020-04-22 12:49:00;0.0;
2020-04-22 12:54:00;2020-04-22 12:54:00;0.0;
2020-04-22 12:59:00;2020-04-22 12:59:00;0.0;
2020-04-22 13:04:00;2020-04-22 13:04:00;0.0;9.91783201114939
2020-04-22 13:09:00;2020-04-22 13:09:00;0.0;
2020-04-22 13:14:00;2020-04-22 13:14:00;0.0;
2020-04-22 13:19:00;2020-04-22 13:19:00;0.0;
2020-04-22 13:24:00;2020-04-22 13:24:00;0.0;
2020-04-22 13:29:00;2020-04-22 13:29:00;0.0;
2020-04-22 13:34:00;2020-04-22 13:34:00;0.0;
2020-04-22 13:39:00;2020-04-22 13:39:00;0.0;
2020-04-22 13:44:00;2020-04-22 13:44:00;0.0;
