dateQ;dateP;P_mm;Q_ls_filled;Q_ls;year
2022-08-14 02:14:00;2022-08-14 02:14:00;0.5;0.813072799572404;;2022
2022-08-14 02:19:00;2022-08-14 02:19:00;0.0;0.8213888751570471;;2022
2022-08-14 02:24:00;2022-08-14 02:24:00;0.5;0.82970495074169;;2022
2022-08-14 02:29:00;2022-08-14 02:29:00;0.5;0.838021026326333;;2022
2022-08-14 02:34:00;2022-08-14 02:34:00;0.0;0.846337101910976;0.846337101910976;2022
2022-08-14 02:39:00;2022-08-14 02:39:00;0.5;0.8643145944536119;;2022
2022-08-14 02:44:00;2022-08-14 02:44:00;0.0;0.882292086996248;0.882292086996248;2022
2022-08-14 02:49:00;2022-08-14 02:49:00;0.5;0.960866633315144;0.960866633315144;2022
2022-08-14 02:54:00;2022-08-14 02:54:00;0.0;0.954036273561178;;2022
2022-08-14 02:59:00;2022-08-14 02:59:00;0.0;0.947205913807212;;2022
2022-08-14 03:04:00;2022-08-14 03:04:00;0.0;0.940375554053246;0.940375554053246;2022
2022-08-14 03:09:00;2022-08-14 03:09:00;0.0;0.9325192490744468;;2022
2022-08-14 03:14:00;2022-08-14 03:14:00;0.0;0.9246629440956476;;2022
2022-08-14 03:19:00;2022-08-14 03:19:00;0.0;0.9168066391168485;;2022
2022-08-14 03:24:00;2022-08-14 03:24:00;0.0;0.9089503341380492;;2022
2022-08-14 03:29:00;2022-08-14 03:29:00;0.0;0.90109402915925;0.90109402915925;2022
2022-08-14 03:34:00;2022-08-14 03:34:00;0.0;0.906705675572678;;2022
2022-08-14 03:39:00;2022-08-14 03:39:00;0.0;0.912317321986106;;2022
2022-08-14 03:44:00;2022-08-14 03:44:00;0.0;0.917928968399534;;2022
2022-08-14 03:49:00;2022-08-14 03:49:00;0.5;0.923540614812962;;2022
2022-08-14 03:54:00;2022-08-14 03:54:00;0.0;0.92915226122639;;2022
2022-08-14 03:59:00;2022-08-14 03:59:00;0.0;0.934763907639818;;2022
2022-08-14 04:04:00;2022-08-14 04:04:00;0.0;0.940375554053246;0.940375554053246;2022
2022-08-14 04:09:00;2022-08-14 04:09:00;0.0;0.930555172829747;;2022
2022-08-14 04:14:00;2022-08-14 04:14:00;0.0;0.920734791606248;;2022
2022-08-14 04:19:00;2022-08-14 04:19:00;0.0;0.910914410382749;;2022
2022-08-14 04:24:00;2022-08-14 04:24:00;0.0;0.90109402915925;0.90109402915925;2022
2022-08-14 04:29:00;2022-08-14 04:29:00;0.0;0.920734791606248;;2022
2022-08-14 04:34:00;2022-08-14 04:34:00;0.0;0.940375554053246;0.940375554053246;2022
2022-08-14 04:39:00;2022-08-14 04:39:00;0.0;0.9325192490744468;;2022
2022-08-14 04:44:00;2022-08-14 04:44:00;0.0;0.9246629440956476;;2022
2022-08-14 04:49:00;2022-08-14 04:49:00;0.0;0.9168066391168485;;2022
2022-08-14 04:54:00;2022-08-14 04:54:00;0.0;0.9089503341380492;;2022
2022-08-14 04:59:00;2022-08-14 04:59:00;0.0;0.90109402915925;0.90109402915925;2022
2022-08-14 05:04:00;2022-08-14 05:04:00;0.0;0.90109402915925;0.90109402915925;2022
2022-08-14 05:09:00;2022-08-14 05:09:00;0.0;0.8964624872645904;;2022
2022-08-14 05:14:00;2022-08-14 05:14:00;0.0;0.8918309453699309;;2022
2022-08-14 05:19:00;2022-08-14 05:19:00;0.0;0.8871994034752715;;2022
2022-08-14 05:24:00;2022-08-14 05:24:00;0.0;0.882567861580612;;2022
2022-08-14 05:29:00;2022-08-14 05:29:00;0.0;0.8779363196859524;;2022
2022-08-14 05:34:00;2022-08-14 05:34:00;0.0;0.873304777791293;;2022
2022-08-14 05:39:00;2022-08-14 05:39:00;0.0;0.8686732358966335;;2022
2022-08-14 05:44:00;2022-08-14 05:44:00;0.0;0.864041694001974;0.864041694001974;2022
2022-08-14 05:49:00;2022-08-14 05:49:00;0.0;0.90109402915925;0.90109402915925;2022
2022-08-14 05:54:00;2022-08-14 05:54:00;0.0;0.894826715104916;;2022
2022-08-14 05:59:00;2022-08-14 05:59:00;0.0;0.888559401050582;;2022
2022-08-14 06:04:00;2022-08-14 06:04:00;0.0;0.882292086996248;0.882292086996248;2022
2022-08-14 06:09:00;2022-08-14 06:09:00;0.0;0.882292086996248;;2022
2022-08-14 06:14:00;2022-08-14 06:14:00;0.0;0.882292086996248;;2022
2022-08-14 06:19:00;2022-08-14 06:19:00;0.0;0.882292086996248;;2022
2022-08-14 06:24:00;2022-08-14 06:24:00;0.5;0.882292086996248;;2022
2022-08-14 06:29:00;2022-08-14 06:29:00;0.0;0.882292086996248;;2022
2022-08-14 06:34:00;2022-08-14 06:34:00;0.0;0.882292086996248;;2022
2022-08-14 06:39:00;2022-08-14 06:39:00;0.0;0.882292086996248;;2022
2022-08-14 06:44:00;2022-08-14 06:44:00;0.0;0.882292086996248;;2022
2022-08-14 06:49:00;2022-08-14 06:49:00;0.0;0.882292086996248;;2022
2022-08-14 06:54:00;2022-08-14 06:54:00;0.0;0.882292086996248;;2022
2022-08-14 06:59:00;2022-08-14 06:59:00;0.0;0.882292086996248;;2022
2022-08-14 07:04:00;2022-08-14 07:04:00;0.0;0.882292086996248;0.882292086996248;2022
2022-08-14 07:09:00;2022-08-14 07:09:00;0.0;0.882292086996248;;2022
2022-08-14 07:14:00;2022-08-14 07:14:00;0.0;0.882292086996248;;2022
2022-08-14 07:19:00;2022-08-14 07:19:00;0.0;0.882292086996248;;2022
2022-08-14 07:24:00;2022-08-14 07:24:00;0.0;0.882292086996248;;2022
2022-08-14 07:29:00;2022-08-14 07:29:00;0.0;0.882292086996248;;2022
2022-08-14 07:34:00;2022-08-14 07:34:00;0.0;0.882292086996248;;2022
2022-08-14 07:39:00;2022-08-14 07:39:00;0.0;0.882292086996248;;2022
2022-08-14 07:44:00;2022-08-14 07:44:00;0.0;0.882292086996248;;2022
2022-08-14 07:49:00;2022-08-14 07:49:00;0.0;0.882292086996248;;2022
2022-08-14 07:54:00;2022-08-14 07:54:00;0.0;0.882292086996248;;2022
2022-08-14 07:59:00;2022-08-14 07:59:00;0.0;0.882292086996248;;2022
2022-08-14 08:04:00;2022-08-14 08:04:00;0.0;0.882292086996248;0.882292086996248;2022
2022-08-14 08:09:00;2022-08-14 08:09:00;0.0;0.8918323824362939;;2022
2022-08-14 08:14:00;2022-08-14 08:14:00;0.0;0.90137267787634;;2022
2022-08-14 08:19:00;2022-08-14 08:19:00;0.5;0.910912973316386;;2022
2022-08-14 08:24:00;2022-08-14 08:24:00;0.5;0.920453268756432;0.920453268756432;2022
2022-08-14 08:29:00;2022-08-14 08:29:00;3.0;1.161131897702341;;2022
2022-08-14 08:34:00;2022-08-14 08:34:00;1.0;1.40181052664825;1.40181052664825;2022
2022-08-14 08:39:00;2022-08-14 08:39:00;1.0;1.6382362153011;1.6382362153011;2022
2022-08-14 08:44:00;2022-08-14 08:44:00;0.5;1.75013405414975;1.75013405414975;2022
2022-08-14 08:49:00;2022-08-14 08:49:00;0.0;1.694185134725425;;2022
2022-08-14 08:54:00;2022-08-14 08:54:00;0.0;1.6382362153011;1.6382362153011;2022
2022-08-14 08:59:00;2022-08-14 08:59:00;0.0;1.6382362153011;;2022
2022-08-14 09:04:00;2022-08-14 09:04:00;0.0;1.6382362153011;1.6382362153011;2022
2022-08-14 09:09:00;2022-08-14 09:09:00;0.5;1.694185134725425;;2022
2022-08-14 09:14:00;2022-08-14 09:14:00;0.0;1.75013405414975;1.75013405414975;2022
2022-08-14 09:19:00;2022-08-14 09:19:00;0.0;1.71247469205587;;2022
2022-08-14 09:24:00;2022-08-14 09:24:00;0.0;1.67481532996199;1.67481532996199;2022
2022-08-14 09:29:00;2022-08-14 09:29:00;0.0;1.60236960124158;1.60236960124158;2022
2022-08-14 09:34:00;2022-08-14 09:34:00;0.0;1.5506784406292;;2022
2022-08-14 09:39:00;2022-08-14 09:39:00;0.5;1.49898728001682;1.49898728001682;2022
2022-08-14 09:44:00;2022-08-14 09:44:00;0.5;1.466255065345385;;2022
2022-08-14 09:49:00;2022-08-14 09:49:00;0.0;1.43352285067395;1.43352285067395;2022
2022-08-14 09:54:00;2022-08-14 09:54:00;0.0;1.40214665801986;;2022
2022-08-14 09:59:00;2022-08-14 09:59:00;0.0;1.37077046536577;1.37077046536577;2022
2022-08-14 10:04:00;2022-08-14 10:04:00;0.0;1.34039691856105;1.34039691856105;2022
2022-08-14 10:09:00;2022-08-14 10:09:00;0.0;1.311011646942085;;2022
2022-08-14 10:14:00;2022-08-14 10:14:00;0.0;1.28162637532312;1.28162637532312;2022
2022-08-14 10:19:00;2022-08-14 10:19:00;0.0;1.2608012095956351;;2022
2022-08-14 10:24:00;2022-08-14 10:24:00;0.0;1.23997604386815;;2022
2022-08-14 10:29:00;2022-08-14 10:29:00;0.0;1.219150878140665;;2022
2022-08-14 10:34:00;2022-08-14 10:34:00;0.0;1.19832571241318;1.19832571241318;2022
2022-08-14 10:39:00;2022-08-14 10:39:00;0.0;1.173071595608886;;2022
2022-08-14 10:44:00;2022-08-14 10:44:00;0.0;1.147817478804592;;2022
2022-08-14 10:49:00;2022-08-14 10:49:00;0.0;1.122563362000298;;2022
2022-08-14 10:54:00;2022-08-14 10:54:00;0.0;1.097309245196004;;2022
2022-08-14 10:59:00;2022-08-14 10:59:00;0.0;1.07205512839171;1.07205512839171;2022
2022-08-14 11:04:00;2022-08-14 11:04:00;0.0;1.17183053890059;1.17183053890059;2022
2022-08-14 11:09:00;2022-08-14 11:09:00;0.0;1.15905122254263;;2022
2022-08-14 11:14:00;2022-08-14 11:14:00;0.0;1.14627190618467;;2022
2022-08-14 11:19:00;2022-08-14 11:19:00;0.0;1.13349258982671;;2022
2022-08-14 11:24:00;2022-08-14 11:24:00;0.0;1.12071327346875;1.12071327346875;2022
2022-08-14 11:29:00;2022-08-14 11:29:00;0.0;1.1044938917764031;;2022
2022-08-14 11:34:00;2022-08-14 11:34:00;0.0;1.0882745100840563;;2022
2022-08-14 11:39:00;2022-08-14 11:39:00;0.0;1.07205512839171;1.07205512839171;2022
2022-08-14 11:44:00;2022-08-14 11:44:00;0.0;1.0882745100840563;;2022
2022-08-14 11:49:00;2022-08-14 11:49:00;0.0;1.1044938917764031;;2022
2022-08-14 11:54:00;2022-08-14 11:54:00;0.0;1.12071327346875;1.12071327346875;2022
2022-08-14 11:59:00;2022-08-14 11:59:00;0.0;1.04863385532262;1.04863385532262;2022
2022-08-14 12:04:00;2022-08-14 12:04:00;0.0;1.12071327346875;1.12071327346875;2022
2022-08-14 12:09:00;2022-08-14 12:09:00;0.0;1.07205512839171;1.07205512839171;2022
2022-08-14 12:14:00;2022-08-14 12:14:00;0.0;1.139863020967514;;2022
2022-08-14 12:19:00;2022-08-14 12:19:00;0.0;1.207670913543318;;2022
2022-08-14 12:24:00;2022-08-14 12:24:00;0.0;1.275478806119122;;2022
2022-08-14 12:29:00;2022-08-14 12:29:00;0.0;1.343286698694926;;2022
2022-08-14 12:34:00;2022-08-14 12:34:00;0.0;1.41109459127073;;2022
2022-08-14 12:39:00;2022-08-14 12:39:00;0.0;1.478902483846534;;2022
2022-08-14 12:44:00;2022-08-14 12:44:00;0.5;1.546710376422338;;2022
2022-08-14 12:49:00;2022-08-14 12:49:00;0.0;1.614518268998142;;2022
2022-08-14 12:54:00;2022-08-14 12:54:38;4.5;1.682326161573946;;2022
2022-08-14 12:59:00;2022-08-14 12:59:25;6.0;1.75013405414975;1.75013405414975;2022
2022-08-14 13:04:00;2022-08-14 13:04:00;1.0;5.66678500093207;5.66678500093207;2022
2022-08-14 13:09:00;2022-08-14 13:09:00;0.0;4.70133509730725;4.70133509730725;2022
2022-08-14 13:14:00;2022-08-14 13:14:00;0.0;5.7609205462217;5.7609205462217;2022
2022-08-14 13:19:00;2022-08-14 13:19:00;0.0;5.95245579863372;5.95245579863372;2022
2022-08-14 13:24:00;2022-08-14 13:24:00;0.0;5.1244587213;5.1244587213;2022
2022-08-14 13:29:00;2022-08-14 13:29:00;0.0;4.303640440073;4.303640440073;2022
2022-08-14 13:34:00;2022-08-14 13:34:00;0.0;4.045930468497375;;2022
2022-08-14 13:39:00;2022-08-14 13:39:00;0.0;3.78822049692175;3.78822049692175;2022
2022-08-14 13:44:00;2022-08-14 13:44:00;0.0;3.44862374452738;3.44862374452738;2022
2022-08-14 13:49:00;2022-08-14 13:49:00;0.0;3.13201294607441;3.13201294607441;2022
2022-08-14 13:54:00;2022-08-14 13:54:00;0.0;2.78140975241395;2.78140975241395;2022
2022-08-14 13:59:00;2022-08-14 13:59:00;0.0;2.647124284123565;;2022
2022-08-14 14:04:00;2022-08-14 14:04:00;0.0;2.51283881583318;2.51283881583318;2022
2022-08-14 14:09:00;2022-08-14 14:09:00;0.0;2.411242940432;2.411242940432;2022
2022-08-14 14:14:00;2022-08-14 14:14:00;0.0;2.3129109425489;2.3129109425489;2022
2022-08-14 14:19:00;2022-08-14 14:19:00;0.0;2.17143212142525;2.17143212142525;2022
2022-08-14 14:24:00;2022-08-14 14:24:00;0.0;2.104235237098595;;2022
2022-08-14 14:29:00;2022-08-14 14:29:00;0.0;2.03703835277194;2.03703835277194;2022
2022-08-14 14:34:00;2022-08-14 14:34:00;0.0;1.951302003725;1.951302003725;2022
2022-08-14 14:39:00;2022-08-14 14:39:00;0.0;1.889836881826735;;2022
2022-08-14 14:44:00;2022-08-14 14:44:00;0.0;1.82837175992847;1.82837175992847;2022
2022-08-14 14:49:00;2022-08-14 14:49:00;0.0;1.78925290703911;;2022
2022-08-14 14:54:00;2022-08-14 14:54:00;0.0;1.75013405414975;1.75013405414975;2022
2022-08-14 14:59:00;2022-08-14 14:59:00;0.0;1.71247469205587;;2022
2022-08-14 15:04:00;2022-08-14 15:04:00;0.0;1.67481532996199;1.67481532996199;2022
2022-08-14 15:09:00;2022-08-14 15:09:00;0.0;1.656703897781887;;2022
2022-08-14 15:14:00;2022-08-14 15:14:00;0.0;1.638592465601785;;2022
2022-08-14 15:19:00;2022-08-14 15:19:00;0.0;1.6204810334216826;;2022
2022-08-14 15:24:00;2022-08-14 15:24:00;0.0;1.60236960124158;1.60236960124158;2022
2022-08-14 15:29:00;2022-08-14 15:29:00;0.0;1.5327508818649;1.5327508818649;2022
2022-08-14 15:34:00;2022-08-14 15:34:00;0.0;1.519383342633586;;2022
2022-08-14 15:39:00;2022-08-14 15:39:00;0.0;1.506015803402272;;2022
