dateP;dateQ;P_mm;Q_ls;year
2023-10-16 22:49:00;2023-10-16 22:49:00;0.5;;2023
2023-10-16 22:54:00;2023-10-16 22:54:00;0.0;;2023
2023-10-16 22:59:00;2023-10-16 22:59:00;0.0;5.03776518956806;2023
2023-10-16 23:04:00;2023-10-16 23:04:00;0.0;5.03776518956806;2023
2023-10-16 23:09:00;2023-10-16 23:09:00;0.5;;2023
2023-10-16 23:14:00;2023-10-16 23:14:00;0.0;;2023
2023-10-16 23:19:00;2023-10-16 23:19:00;0.0;;2023
2023-10-16 23:24:00;2023-10-16 23:24:00;0.0;;2023
2023-10-16 23:29:00;2023-10-16 23:29:00;0.5;5.21219815302954;2023
2023-10-16 23:34:00;2023-10-16 23:34:00;0.0;;2023
2023-10-16 23:39:00;2023-10-16 23:39:00;0.0;;2023
2023-10-16 23:44:00;2023-10-16 23:44:00;0.0;;2023
2023-10-16 23:49:00;2023-10-16 23:49:00;0.0;;2023
2023-10-16 23:54:23;2023-10-16 23:54:00;0.5;;2023
2023-10-16 23:59:00;2023-10-16 23:59:00;0.0;;2023
2023-10-17 00:04:00;2023-10-17 00:04:00;0.0;5.30098923302214;2023
2023-10-17 00:09:00;2023-10-17 00:09:00;0.0;;2023
2023-10-17 00:14:00;2023-10-17 00:14:00;0.0;;2023
2023-10-17 00:19:00;2023-10-17 00:19:00;0.0;;2023
2023-10-17 00:24:46;2023-10-17 00:24:00;0.5;;2023
2023-10-17 00:29:00;2023-10-17 00:29:00;0.0;;2023
2023-10-17 00:34:00;2023-10-17 00:34:00;0.0;;2023
2023-10-17 00:39:00;2023-10-17 00:39:00;0.0;;2023
2023-10-17 00:44:00;2023-10-17 00:44:00;0.0;;2023
2023-10-17 00:49:00;2023-10-17 00:49:00;0.5;5.48174933085829;2023
2023-10-17 00:54:00;2023-10-17 00:54:00;0.0;;2023
2023-10-17 00:59:00;2023-10-17 00:59:00;0.5;;2023
2023-10-17 01:04:00;2023-10-17 01:04:00;0.0;5.57372984523275;2023
2023-10-17 01:09:00;2023-10-17 01:09:00;0.0;;2023
2023-10-17 01:14:00;2023-10-17 01:14:00;0.5;5.7609205462217;2023
2023-10-17 01:19:00;2023-10-17 01:19:00;0.0;;2023
2023-10-17 01:24:00;2023-10-17 01:24:00;0.0;;2023
2023-10-17 01:29:52;2023-10-17 01:29:00;0.5;5.95245579863372;2023
2023-10-17 01:34:00;2023-10-17 01:34:00;0.0;;2023
2023-10-17 01:39:00;2023-10-17 01:39:00;0.0;;2023
2023-10-17 01:44:00;2023-10-17 01:44:00;0.0;6.1483815885924;2023
2023-10-17 01:49:00;2023-10-17 01:49:00;0.0;;2023
